entity_key;title;totalScore;reviewsCount;street;city;categoryName;text;jumlah_teks_untuk_sentimen;sentiment_score;sentimen_confidence
aldilla seragam sekolah || lantai 1 pasar kosambi blok a no 34 35;Aldilla seragam sekolah;5;16;Lantai 1 Pasar Kosambi Blok A No.34-35;Kota Bandung;Toko Pakaian Seragam;Nice staff, helpfull, seragam putih SD/SMP/SMAnya bagus. Kebutuhan baju sekolah dan kelengkapannya ada disini: olah raga, baju sunda utk ke sekolah, pramuka lengkap dengan pasang tanda pramuka, topi, dasi sekolah, dll. ||| toko aldilla recomended bangetlah, seragamnya lengkap, harga bersaing.. pelayanan ramah dan komunikatif.. ||| Seragamnya lengkap, bahannya bagus bagus cocok pokonya buat yang cari kebutuhan seragam sekolah ||| Tokonya lengkap, kwalitas bahan okee, Penjual ramah, harga okee. Bisa pesen seragam juga disini. Dari anak saya TK sampe sekarang udah SMP alhamdulillah selalu langganan di toko ini karna bahan seragamnya mantul ||| Akhirnya nemu juga ukuran seragam size jumbo. Super lengkap;5;1;Tinggi
alegro beauty salon || green valley residence no kavling 25;Alegro Beauty salon;5;6;Green valley residence No.kavling 25;Kota Bandung;Salon Kecantikan;Pelayanan nya superrr... 👍👍👍 ||| Suka banget, nail gel dan eyelash nya... kakak2 nya juga ramah, oh ya aku pakai yg natural eyelash yaa 💕 ||| Pelayanan nya bagus juga ramah, pengerjaan nya detail, aku treatment keratin dsni hasilnya ok banget, nanti pasti balik lagi, tempat nya juga nyaman bersih ||| Tempat nya nyaman , bersih , hasil nya sangat memuaskan sesuai yang aku inginkan .;4;1;Tinggi
alevia curly hair friendly salon || jl badak singa no 6;Alevia Curly Hair-Friendly Salon;4,9;93;Jl. Badak Singa No.6;Kota Bandung;Salon Kecantikan;"happy bgtt ada salon khusus rambut keriting di bandungg🩷 pelayanannyaa okee, hasilnyaa cantikk bakal langganan si iniii✨ ||| best best BEEEESTT!! speechless banget.. dateng dgn niat haircut & belajar styling rambut dr hairdressers nya yg pasti lebih paham. turns out it was so much more than that; ini pertama kalinya aku bisa potong rambut dgn tenang tanpa overexplaining, ga perlu bayar extra utk diblow kayak kalo ke salon"" biasanya, dan sambil casually getting inputs on cara styling tipe rambutku krn crew nya ramaaah semuaa. i will surely be back!!🥹💓 ||| Baru tau ada salon khusus rambut keriting di Bandung, boleh bangett dicoba buat kalian yang rambutnya kaya akuu. sangat worth it dan hasilnya lucu bangettt ||| Pelayanannya oke banget dan ramah, ambil paket cut+styling dan hasil curlynya memuaskan banget. Highly recommend potong rambut disini buat yang punya rambut curly ||| super happy my waves find its safe zone 🥹🌊 rambut ku di-define jd super cantiik! ambil paket potong, creambath, and styling, ga sampe 500 😆 better reserve ya kl mau ke sini krn jumat sabtu mereka closee. overall akan balik lagiii 💘";5;1;Tinggi
aliantex konveksi macam macam baju profesi anak || komplek riung bandung jl saluyu xvi b no 464;ALIANTEX Konveksi Macam-Macam Baju Profesi Anak;4,9;46;Komplek Riung Bandung, Jl. Saluyu XVI B No.464;Kota Bandung;Toko Pakaian;Lengkap segala ukuran ada disini, dengan mempunyai anak yang ukuran nya lebih besar disini ada. Happy deh, harganya dan bahan wort it sih. Segala profesi ukuran anak ada lengkap.. 😊😊 ||| Pelayanannya bagus memuaskan,ramah, pokoknya senang bli di aliantex sdh ke 2x nya bli d aliantek, bahannya jga bagus ||| Mantap serba ada propesi nya... pkonya ramah d kantong juga.... ||| Tempat belanja seragam profesi anak terlengkap dan terbaik, owner nya pada ramah dan welcome,makasih aliantex jualan seragam aliantex auto cuan🤑 ||| Menjual aneka baju profesi harga sekitar 130 an ribu, pelayanannya bagus dan ramah;5;1;Tinggi
alisha fancy shop || jl salendro utara no 27;Alisha Fancy Shop;4,5;1032;Jl. Salendro Utara No.27;Kota Bandung;Toko Pakaian;pertama kali dateng kesini 24/5/2025. benerbener kalap di toko hijab ini ada harga dri 35.000 smpe 300.000+++ mana bagus bagus semua bahannya sm motifnya, benerbener komplit warnanya, udah gt staffnya jg sabar sabar , ramah ramah & sopan. kasirnya juga pelayananya teliti. tempatnya jg nyamannnn banget. debest deh😍 ||| Barangnya ok, tapi staffnya kurang cekatan dalam komunikasi dan kecepatan melayani. Saya bayar nunggu hampir 40 menit mungkin ada padahal di depan saya cuman ada 1 antrian. mnurutku sebaiknya staff yg ngelipetin kerudung itu ngasih tau supaya antriannya dialihkan sementara ke sebelahnya karena ada pesanan banyak dari satu orang atau apapun itu. Yg penting komunikasi. Antrian yg di belakang saya juga kasihan. Jujur males kesini lagi. Sudah 5-6 kali kesini tapi memang selalu staffnya lama kalau urusan melayani (ramah tamahnya juga kurang sekali) ||| Sebelum Disteril kucing aku greok melulu karena sedang birahi pengen kawin ,tiap malam ngk bisa anteng akhirnya aku putuskan untuk steril biar bisa diem dan ngk stres sambil cari2 akhirnya aku menemukan tempat steril di Alisha Fancy SOP biayanya juga ngk terlalu mahal dan sekarang kucingku dah sehat,lincah lagi.. terima kasih Alisha Fancy shop terpercaya ramah dikantong ||| Tempat yang lengkap untuk fashion muslim n muslimah. Range harga dari yang murah banget sampai yang mahal banget. Harga kerudungnya dari 15 ribuan sampai ratusan ribu. Yg harganya murah, kualitasnya bagus. Yg mahal tdk usah ditanyakan. ||| Kaum pria tidak sekedar mengantar, tersedia perlengkapan pria seperti baju koko, sarung, gamis dll;5;1;Tinggi
alladin toys || jl sudirman no 110;Alladin Toys;4,4;5;Jl. Sudirman No.110;Kota Bandung;Toko Mainan;Nyari barbie putri duyung tapi disini gak ada ||| Top ||| Yang cari kembang api, Raket, kok dan tentunya Mainan ada di sini di tk Alladin, Harga bisa Nego.😊👍 ||| Murah belanjanya, komplit ada semua saya cari buat anak saya yang abis sunatan ada semua. Harganya boleh nego terus yang punya juga baik boleh nego saya dikasih bonus batre saya.;4;1;Tinggi
allo s konveksi kaos dan sablon || jl taman holis indah ii kp blok kasur blok kasur no 28 rt 01 rw 05;Allo's Konveksi Kaos dan Sablon;4,9;8;Jl. Taman Holis Indah II Kp Blok Kasur Blok kasur No.28, RT.01/RW.05;Kota Bandung;Toko Pakaian;Bagi yang lagi nyari t-shirt untuk clotingan di sini recommended bgt tempatnya ada sablonnya juga dgn memakai bahan super premium, menerima juga PO b'bagai jenis pakaian mulai dr suiter Hoodie jaket kemeja PDH seragam sekolah seragam olahraga rompi PDH dll di jamin puaaaassss 👍👍👍🙏 ||| Mantap harga murah ||| Bahan halus ||| Bahan halus, pengerjaan cepat, PO ribuan bisa tepat waktu👍👍👍 ||| Mantap;5;1;Tinggi
alola nailbar bandung || jl buah batu no 252;Alola Nailbar Bandung;4,9;532;Jl. Buah Batu No.252;Kota Bandung;Salon Kuku;Nail art bareng Kak Tiara hasilnya rapi dan bagus. Pengerjaannya teliti, warnanya pas, dan nyaman selama proses. Puas dengan hasilnya. 💅🏻 ||| Selalu puas dan nyaman bangett✨ ntah udah keberapa kali kesini kayanya bakal langganan ini mahh😅 Love buat team semua nya💕 ||| Waktunya rapiin alis di Alola Bandung, bersama terapis Ka Mira... biar makin rapi dan kece. Harga affordable, tempatnya nyaman dan juga cozy ||| udah 2 kali threading alis di alola puas banget, hasilnya bagus, terus pelayanannya juga ramah dan satset. sukses trs alola💗 makasi juga buat ka tiang yang udh kasih pelayanan terbaik🫶🏻 ||| Tempatnya enak bgt buat manjain diri. Btw disini eyelashnya ada yg warna brown, gila sih jarang bgt ada yg kasih opsi ini. Therapistnya untuk eyelash aku kak tiyang, ramah dan informatif ttg pelayanan mereka. Love this beauty bar so much.;5;1;Tinggi
aloomni id premium t shirt kaos custom satuan distro quality || jl pluto sel ii no 35;Aloomni ID (Premium T-Shirt & Kaos Custom Satuan Distro Quality);5;3128;Jl. Pluto Sel. II No.35;Kota Bandung;Pasar pakaian;Alhamdulillah sdh smp dgn aman. Size 7L nya beneran jumbo . Bahan adem dan kualitas sablon bagus. Pembuatan dan pengiriman super cepat. Pelayanan konsumen sangat baik. Sukses selalu Aloomni. Hatur nuhun 🙏 ||| Pengiriman nya cepat, bahan kaosnya tebal, adem, halus dan sablonannya rapi, cuttingannya juga rapi. Ga nyesel deh beli nya.👍🏻👍🏻👍🏻 ||| Bahannya nyaman bgt, lembut, gak tebal & gak gerah. Kualitas sablon bagus & rapi. Layanannya yg paling the best, ramah & menawarkan ukuran custom. Pokoknya memuaskan beli produk ini. Semoga kualitas produk & layanannya bs dipertahankan & usahanya makin maju 👍👍👍 ||| Kain kaosnya bagus, adem tidak panas ||| Seperti Biasa Desain Kaos Kaos nya Aloomni selalu keren dan Exclusive.;5;1;Tinggi
alpen outdoor gear rent || 4j49 cqg gg i jl haurmekar no a5 rt 01 rw 01;ALPEN OUTDOOR GEAR RENT;4,9;79;4J49+CQG, Gg. I Jl. Haurmekar No.A5, RT.01/RW.01;Kota Bandung;Toko Alat-alat Perkemahan;Peralatan oke dan ga perlu diragukan lagi, pelayanan bagus bgt. Pelayanan sangat responsif, ramah, dan sangat fleksibel. Terima kasih Alpen!!! ||| Harganya terjangkau, peralatannya lengkap dan respon pelayananya baik banget. Makasih ya Alpen Outdoor ||| Peralatannya lengkap, service-nya baik, biaya sewanya affordable ||| Bagus banget , pelayanannya bagus. Ramah juga , eh jangan salah ini murah banget penyewaanya. Jadi selain bagus juga murah ||| Peralatannya bagus dan bersih. Rent time nya juga sabi karena dihitung per 24 jam bukan per malam. Pelayanan ramah. Good place :);5;1;Tinggi
alpina outdoor equipment || jl alpina no 1;Alpina Outdoor Equipment;4,6;186;Jl. Alpina No.1;Kota Bandung;Toko Perlengkapan Olahraga;Salah satu produk yang sudah lama ada dan berkualitas. Berkesempatan berkunjung ke store di cisitu, produk berkualitas dan cukup terjangkau ||| Menggoda para pecinta Explorer... Kata istri saya, dari dia sma thn 1995 merk ini sdh ada. ||| Gaer outdoor legend ke dua di Indonesia, masih jaya sampai kini, semoga bahan dan kualitas nya tetap seperti dulu yaa ||| Ini dari zaman saya masih sekolah tetap bertahan ||| Sedang main ke Bandung dan lama ga Mampir kesini. Tetiba kepengen Tas Pinggang dan dompet Alpina lipat 3. Nostalgia di era 90an;5;1;Tinggi
alteva outdoor || street view jl giringsing no 1;ALTEVA OUTDOOR;5;8;Street View, Jl. Giringsing No.1;Kota Bandung;Toko Pakaian Olahraga;Toko outdoor baru nih daerah cikutra dago pahlawan dan sekitarnya 👍 ||| Buka mulai pertengahan januari 2026 ||| celana anti air atau cepat kering tersedia di sini, bisa order shopee atau order langsung ke toko. ||| keren setiap pembelian celana alteva dapet pouch nya , lumayan jadi rapi kalau di bawa bawa traveling. ||| Wihh ternyata ada toko outdoor baru di deket rumah .;5;1;Tinggi
amala express laundry bandung wet cleaning || jl merdeka no 25 27;Amala Express Laundry Bandung & Wet Cleaning;4,7;131;Jl. Merdeka No.25 - 27;Kota Bandung;Binatu;"Amala expres laundry bandung benar"" memuaskan. Pelayanan nya ramah. Bersih. Wangi. Dan cepat. Pokok nya rekomended banget. Jangan segan"" untuk mencuci d amala expres bandung ||| Wow asik ada Loundry Express di Tengah Kota dgn Harga Terjangkau dan Hasilnya bener2 Cling banget.. puas banget ngeloundry disini.. cepet banget besok berangkat kerja udah jadi lagi.. tengkyu Amala Loundry Express.. 😘 ||| Pelayanan sangat baik, ramah, hasilnya juga bersih rapih wangi 💯👍👍 ||| Untuk lokasi, laundry sangat strategis karena dekat dengan komplek la grande yang memiliki Apartment dan Hotel. Untuk harga, jika dibanding dengan laundry dari hotel terdekat, tentu terbilang sangat terjangkau walau harganya masih premium dibanding laundry di luar hotel pada umumnya. Namun jika masih merasa sangat mahal, ada alternatif laundry lain sekitar 7-10 menit jalan kaki sebagai pertimbangan yang pantas untuk dijajaki. Untuk kualitas hasil cuci, terbilang bagus, Hanya untuk kualitas setrika, beberapa kali mendapatkan baju yg kusut. Seperti habis di setrika dengan kualitas alat setrika yang kurang baik. Selainnya bagus. Untuk user experience; Saya pernah mengalami mengantar pakaian untuk laundry dan saat ambil, jumlah pakaian di hitung kurang saat sampai di kediaman. Hal ini sudah Saya komunikasikan kepada Laundry setelahnya. Cara pekerja penyedia jasa laundry dalam menangani barang client yang hilang belum sesuai harapan. Barang yang hilang belum berhasil ditemukan kembali. Laundry perlu berusaha untuk menjadi lebih profesional dan perlu meningkatkan semangatnya untuk bertanggung jawab. Mudah2an kedepannya Amala bisa lebih baik untuk mendukung Kota Bandung sebagai destinasi wisata terbaik di Indonesia. ||| Pelayanannya sangat bagus, ramah recomended👍";5;1;Tinggi
amarra beauty bar || jl mekar agung no 19;Amarra Beauty bar;4,8;518;Jl. Mekar Agung No.19;Kota Bandung;Salon Kecantikan;suka banget potong rambut disini. kaka-kakanya ramah dan baik-baik, tempatnya enakeun ada ac jadi adem, terus ada ruang khusus buat hijab! the best sihh harganya juga masih affordable dan suka ada promo😍 ||| Smoothing disini ternyata sangat nyaman...waktu jg sesuai perkiraan kurang lebih 4 jam hasilnya memuaskan...karyawannya sabar & telaten... Sebelumny jg pernah hair cut disini jg memuaskan ||| creambath disini skrg engga banget, di pijit kepala ga sampe 10 menit, punggung bahu ga sampe 10 mnt jg trs gaada tenaga nya sama sekali, lemes bgt kaya cm di teken2 aja😭🙏🏻 udh req utk di kerasin lg tp ttp ga berasa dan pegawai nya malah liat2an sm pegawai lain trs ketawa bareng abis aku req gitu, ih big no bgt. dulu jg pernah ngalamin kasus gini tp yaudah lah ku maafkan krn pijitan nya enak + lama hampir 1,5 jam. hikss skrg ga lagi lagi deh, kecuali coloring kali ya krn emg bagus dan murah. sedih ajaa padahal langganan bgt creambath disini krn dkt rumah jg, tp setelah pegawai nya pd ganti jadi kurang banget 🥲 sorry to say tp smg bisa jd evaluasi🙏🏻 pegawai yg pegang aku di hijab trs badan nya yg paling kecil dr semua, klo pegawai yg ketawain itu yg agak berisi + rambut pjg + yg bagian hair cut ||| Pertama kalo tau salon ini di TikTok karena ada promo, biasanya hair color itu 1jt keatas, disini juga setengahnya. Pelayanannya maximal banget, selalu di makesure untuk hasil warnanya. Tempatnya bersih banget, adem. Service nya oke. Di whatsapp fastrespons. Pasti bakalan kesini lagi. Cabangnya juga banyak. Bintang 5! Rekomended bangett ||| Silahkan dilihat, foto referensi sama hasil potongnya. Sangat GAGAL. Udah ga bisa komen apa2 udh gabisa d apa2in juga. Kondisi salon sangat sepi. Apa salahnya melihat foto referensi dengan baik. Pengalaman sangat buruk. Akan menjadi penyesalan berbulan bulan;5;1;Tinggi
amaya beauty wellness salon || jl cihapit no 27;Amaya Beauty & Wellness Salon;4,8;1056;Jl. Cihapit No.27;Kota Bandung;Salon Kecantikan;"Aku menentukan mau creambath di H-3 jam dengan pengetahuan minim - nyaris 0 tentang Kota Bandung. Bermodalkan video IG, dan jarak dari penginapan, kuputuskan utk reservasi. Tiba di tempat, aku langsung ganti baju, dan kemudian dilayani oleh sebut saja Mba Suci *Maaf aku rada lupa namanya mba*. Mbanya ramah dan terampil, ngerti aja kalo awak lagi butuh ketenangan, beliau ngajak ngobrol seperlunya aja. Tidak berusaha up selling saat treatment berlangsung tp pas ditanya ttp komunikatif. *terima kasih mba* Pijetannya relaxing dgn tekanan yg pas bgt di aku. Makasii, ""AMAYA"" Beauty & Wellness Salon sudah berhasil ngeboost energiku untuk melanjutkan liburan saat itu. ||| Lagi liburan ke bandung dan nyari2 tempat buat creambath sampe akhirnya mutusin buat ke Amaya, cozy bangettt tempatnya estetik juga, pijitan nya enaak pas dan hasil styling curly nya awet bangett ||| First time hair cut & hair wash disini, dan ternyata untuk hair washnya sendiri enakk padahal cuman 30k-an. Durasi cucinya juga lumayan lama untuk harga segitu. Hair stylist-nya juga ramah, kalo ditanya model rambut juga informatif. Tempatnya sendiri nyaman, bersih, wangi, lebih kaya ke spa bukan salon. Overall puas semuaa. ||| Pelayanannya luar biasa, khusus perempuan jadi nyaman untuk pelanggan. Kakak kakaknya baik sekali.. Terimakasih ka.. ||| Pertama kali potong rambut di salon, takut banget gak sesuai ekspektasi tapi ternyata bagusss. Teteh nya juga ramah-ramah🥰 next kalo potong rambut mau kesini lagi😊";5;1;Tinggi
amazon konveksi bandung || jl surapati no 113;AMAZON KONVEKSI BANDUNG;4,7;102;Jl. Surapati No.113;Kota Bandung;Toko Pakaian;Admin fast respon... Pengerjaan cepat detil sesuai pesanan. Harga terjangkau dan pelayanan memuaskan... ||| Awal bulan oktober ini kebetulan lagi nyari-nyari konveksi buat bikin baju PDH untun Himpunan. Sepanjang suci banyak banget kan berjejer, karena bingung kami melihat rating dan review di konveksi-konveksi yang kita temuin di suci waktu it. Terus nemu plang Amazon ini langsung kita cek review nya dan rating oke banget, tanpa ragu kami nanya2 dulu ke penjualnya. Penjualnya ramah banget dan bener2 ngasih tau detail tentang bahan2 dan warna2 baju nya, trus baik banget ngebantu kami membuatkan desain bajunya sesuai keinginan kami, maklum karena cewe kali ya, baru pertama kali ke konveksi2 gtu.hehehe. Fix langsung pesen disini. Dan bener emang pelayanannya juga gak mengecewakan, baju jadi sekitar 2 mingguan kami ambil di pertengahan oktober. Dan hasilnya sesuai ekspetasi. ❤❤❤ Terimakasih Amazon Konveksi ||| kerennnn ||| Alhdlah pesanan sudah sampai,jaket nya. ||| untuk kualitas bahan katun 24s ckup bagus tetapi harga relatif mahal. dengan katun 24s, sablon 1 muka dan 3 warna sekitar 90k/pcs. perbaikan fast respone juga :);5;1;Tinggi
analogklasik vintage thrift shop || jl pasundan no 2;ANALOGKLASIK (Vintage Thrift Shop);5;347;Jl. Pasundan No.2;Kota Bandung;Toko Busana Vintage;koleksinya unikk”, affordable setara dengan kualitas dan tempatnya lengkap dari baju sampe ke accesories dan helm sepatu ||| Tempatnya oke, banyak part motor antik yang jarang ada. Kondisinya masih bagus dan rapi. Yang jual juga santai, harga masih masuk akal. recommended!👍🏻 ||| Seneng banget bisa nemu store klasik di Bandung, bakal dateng kesini lagi! ||| Analog klasik menjual barang-barang vintage yang rekomen untuk kalian teman-teman yang sedang berkunjung ke bandung. ||| Tempatnya nyaman, ada cafe yg makanan dan kopinya enak. Petugasnya ramah dan barang2nya sangat bagus;5;1;Tinggi
anata salon arcamanik || jl golf timur 4 no 20;Anata Salon Arcamanik;4,6;316;Jl. Golf Timur 4 No.20;Kota Bandung;Salon Rambut;First time ke Anata yg di Arcamanik, service dari security, front office, cuci rambut, sampe hairstylist oke bgt. Makasihhh! ||| Baru kali ini potong rambut tp semengecewakan ini. Padahal dipotong sm yg senior dgn harga 150.000. Tolong potongan model apa ini??!😢😭🤣🤣 rambut dipapas lurus gitu aja pas kering jd nyengklik2 wkwkwk ya Allah sad bener bikin ga pede. Pelayanan sih excelent, tempat cozy, bersih nyaman. Selalu langganan krn deket sekolah. Tp gak lagi deeehh asli trauma 🫠 ||| Tempat favorit kalo nyalon, tempatnya bersih wangi staffnya juga ramah! pas kesini dapet free air mineral dan snack juga, terbaik 👍🏻 ||| Booking potong rambut buat jam 18.00, disuruh nunggu karena lagi finishing. Lewat 40 menitan plonga plongo tanpa kabar dan harus ditanya ternyata karyawan yang bertugas lagi makan, sedangkan customer yg lain dikasih kabar buat giliran. Kalau emang ga ready dan jam karyawan untuk istirahat makan malam di jam tersebut tolong di infokan dong bahwasannya ga bisa booking di jam tersebut. Buang2 waktu jadinya. Dikira gabut apa. ||| Saya termasuk tipe orang yang jarang potong rambut dan kalau sudah cocok dengan satu tempat biasanya akan jadi langganan. Karena salon langganan saya pindah, sempat bingung cari yang baru. Akhirnya nemu rekomendasi dari TikTok, yaitu Mas Erwin di Salon Anata Arcamanik Pas pertama datang, langsung dapat kesan yang baik. Disambut ramah oleh satpam, lalu receptionist-nya juga helpful dan prosesnya cepat, jadi tidak perlu menunggu lama. Saat potong rambut dengan Mas Erwin, saya merasa nyaman karena beliau telaten dan profesional. Yang paling saya suka, beliau tidak “jualan” atau menjelek-jelekkan kondisi rambut saya (karena biasanya ada saja yang langsung menyarankan treatment ini itu 😅). Saya juga tidak banyak memberikan arahan, tapi Mas Erwin bisa memahami bentuk wajah dan jenis rambut saya, lalu menyesuaikan model yang cocok. Hasil potongannya rapi, natural, dan mudah diatur sehari-hari—ini penting banget buat saya yang tidak mau ribet. Overall, pengalaman pertama yang sangat memuaskan. Kemungkinan besar akan jadi langganan di sini 👍 Recommended buat yang lagi cari salon yang ngerti kebutuhan tanpa banyak drama.;5;1;Tinggi
