title;totalScore;reviewsCount;street;city;state;countryCode;website;phone;categories/0;categories/1;categories/2;categories/3;categories/4;categories/5;categories/6;categories/7;categories/8;categories/9;url;categoryName;;;;;
mywhitebag;4.4;31;Jl. Jalaprang No.13;Kota Bandung;Jawa Barat;ID;;+62 812-2220-6615;Toko Tas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=mywhitebag&query_place_id=ChIJOVF3ObDnaC4R3-dtW-mYf5Y;Toko Tas;;;;;
Baju Store;5;1;Selalu bersyukurJl, Jl. Ir. H. Juanda No.113;Kota Bandung;Jawa Barat;ID;;;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Baju%20Store&query_place_id=ChIJS6dBtRTnaC4R8muMtKD99eU;Toko Pakaian;;;;;
Konveksi Termurah Bandung - Dezperado;5;22;Jl. Surapati No.161a, RT.07/RW.09;Kota Bandung;Jawa Barat;ID;;+62 878-2580-1497;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Konveksi%20Termurah%20Bandung%20-%20Dezperado&query_place_id=ChIJhf7WyMbnaC4RY_aLt75SyOU;Toko Pakaian;;;;;
Lavie Baby House;4.5;2007;Jl. Imam Bonjol No.6;Kota Bandung;Jawa Barat;ID;http://www.laviebabyhouse.com/;+62 22 2504905;Toko Perlengkapan Bayi;Toko Pakaian Bayi;Toko Pakaian Anak;Toko Mebel Anak;Toko Pakaian;Toko Perlengkapan Rumah;Toko Ibu Hamil;Toko Mainan;;;https://www.google.com/maps/search/?api=1&query=Lavie%20Baby%20House&query_place_id=ChIJM9JiW1HmaC4Rnamwv7JCRtQ;Toko Perlengkapan Bayi;;;;;
EIGER Adventure Store Setiabudhi Bandung;4.6;1497;Jl. Dr. Setiabudi No.84;Kota Bandung;Jawa Barat;ID;https://www.instagram.com/eigersetiabudhi/;+62 811-2184-155;Toko Pakaian dan Peralatan Luar Ruangan;Toko Pakaian;;;;;;;;;https://www.google.com/maps/search/?api=1&query=EIGER%20Adventure%20Store%20Setiabudhi%20Bandung&query_place_id=ChIJefuh0fLmaC4R5jgTUQRCslg;Toko Pakaian dan Peralatan Luar Ruangan;;;;;
Mivi Baby Shop;4.2;138;Jl. Prof. Eyckman No.17;Kota Bandung;Jawa Barat;ID;;+62 22 2037400;Toko Pakaian Bayi;Toko Perlengkapan Bayi;Toko Aksesori Pakaian;;;;;;;;https://www.google.com/maps/search/?api=1&query=Mivi%20Baby%20Shop&query_place_id=ChIJu6XuHl3maC4RjO7-gkzQegY;Toko Pakaian Bayi;;;;;
Nuevanesia - Sewa Alat Camping Bandung;5;119;blok 4 no 114, Jl. Sarirasa;Kota Bandung;Jawa Barat;ID;https://nuevanesia.com/;+62 818-0208-9909;Toko Alat-alat Perkemahan;Layanan Sewa Tenda;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Nuevanesia%20-%20Sewa%20Alat%20Camping%20Bandung&query_place_id=ChIJgawT-ZvnaC4RfC9LRz4MLWM;Toko Alat-alat Perkemahan;;;;;
AMAZON KONVEKSI BANDUNG;4.7;102;Jl. Surapati No.113;Kota Bandung;Jawa Barat;ID;http://www.amazonkonveksi.com/;+62 812-2135-042;Toko Pakaian;Tukang Jahit;Toko Kaos Custom;Produsen Pakan;Toko Topi;Toko Pakaian Pria;Produsen Pakaian Olahraga;Toko Pakaian Kerja;;;https://www.google.com/maps/search/?api=1&query=AMAZON%20KONVEKSI%20BANDUNG&query_place_id=ChIJoVoTTbLnaC4RSq6P6CnF92k;Toko Pakaian;;;;;
Zafran Outdoor & Adventure Gear;4.4;53;Jl. Arjuna No.1-70;Kota Bandung;Jawa Barat;ID;;+62 813-8159-0084;Toko Alat-alat Perkemahan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Zafran%20Outdoor%20%26%20Adventure%20Gear&query_place_id=ChIJKzrOWRPmaC4Rv5jabgqAU68;Toko Alat-alat Perkemahan;;;;;
Arei Flagship Experience Store Cihampelas;4.7;1318;Jl. Cihampelas No.10 Taman sari Cicendo;Kota Bandung;Jawa Barat;ID;http://areioutdoorgear.co.id/;+62 857-1175-0050;Toko Olahraga Luar Ruangan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Arei%20Flagship%20Experience%20Store%20Cihampelas&query_place_id=ChIJEz8l1kbmaC4RzcAe2bYOO8U;Toko Olahraga Luar Ruangan;;;;;
Tienda Padelpoint Bandung;5;132;Cihampelas Walk, Jl. Cihampelas No.160 Lantai G;Kota Bandung;Jawa Barat;ID;;+62 877-2739-1664;Toko Olahraga Luar Ruangan;Klub Olahraga;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Tienda%20Padelpoint%20Bandung&query_place_id=ChIJH0lDMADnaC4RqnQqGo7MoxU;Toko Olahraga Luar Ruangan;;;;;
Rhino Outdoor Bandung store;5;55;Jl. Sarimanah 1 No.44 Blok 14;Kota Bandung;Jawa Barat;ID;https://rhinooutdoor.id/;+62 878-2595-4144;Toko Alat-Alat;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Rhino%20Outdoor%20Bandung%20store&query_place_id=ChIJg8yPfNLnaC4RbTTGOKmfF9M;Toko Alat-Alat;;;;;
TOKO TENDA TAMAOUTDOOR | PABRIK TENDA;4.9;102;Jl. Maleber Barat No.87;Bandung`;Jawa Barat;ID;https://pabriktendadibandung.com/;+62 821-1807-7797;Toko Alat-alat Perkemahan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=TOKO%20TENDA%20TAMAOUTDOOR%20%7C%20PABRIK%20TENDA&query_place_id=ChIJ7QmytDjlaC4R6Tvpiu9zixY;Toko Alat-alat Perkemahan;;;;;
Indische Outdoor Service;4.9;27;Jl. Gegerkalong Girang No.142;Kota Bandung;Jawa Barat;ID;;+62 852-1708-1625;Toko Perlengkapan Olahraga;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Indische%20Outdoor%20Service&query_place_id=ChIJJfzknqTmaC4RaJ9iQ5tFDng;Toko Perlengkapan Olahraga;;;;;
Horas Outdoor;5;2;Jl. Cijerokaso No.58A, RT.03/RW.10;Kota Bandung;Jawa Barat;ID;;+62 831-9492-0701;Toko Olahraga Luar Ruangan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Horas%20Outdoor&query_place_id=ChIJt7b7x-bnaC4RyCha41uqz5U;Toko Olahraga Luar Ruangan;;;;;
BLACKSHOES BANDUNG;4.3;48;Jl. Dipati Ukur No.66D;Kota Bandung;Jawa Barat;ID;;+62 857-7636-1800;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=BLACKSHOES%20BANDUNG&query_place_id=ChIJR6LBI0nnaC4RDNN7v6gLEhQ;Toko Sepatu;;;;;
Toko Sepatu Bandung;4.2;234;Jl. A. Yani No.87;Kota Bandung;Jawa Barat;ID;;+62 22 4206257;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Sepatu%20Bandung&query_place_id=ChIJ-ahK2dLnaC4RJLZ5jl1o0_8;Toko Sepatu;;;;;
Pasar Pendaki;4.8;961;Jl. Gegerkalong Hilir No.75A;Kota Bandung;Jawa Barat;ID;;+62 821-2770-4515;Toko Olahraga Luar Ruangan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Pasar%20Pendaki&query_place_id=ChIJo8rJopfmaC4Rug7kVXjXPew;Toko Olahraga Luar Ruangan;;;;;
Rhino Outdoor - Rental Alat Camping Bandung;4.9;52;Jl. Gegerkalong Hilir No.203;Kota Bandung;Jawa Barat;ID;https://rhinooutdoor.id/;+62 878-2595-4144;Toko Alat-alat Perkemahan;Penyelenggara aktivitas luar ruangan;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Rhino%20Outdoor%20-%20Rental%20Alat%20Camping%20Bandung&query_place_id=ChIJt1kUdBXnaC4RbmaShHPACrY;Toko Alat-alat Perkemahan;;;;;
Hoops Indonesia Surapati;4.7;632;Jl. Surapati No.61;Kota Bandung;Jawa Barat;ID;http://hoopsindonesia.co.id/;+62 858-4622-2115;Toko Sepatu;Toko Pakaian Olahraga;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Hoops%20Indonesia%20Surapati&query_place_id=ChIJAylxLk3maC4RnQvRolCUZYQ;Toko Sepatu;;;;;
Alaska Sport Shoes;4;878;Jl. Astana Anyar No.18;Kota Bandung;Jawa Barat;ID;;+62 22 6014883;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Alaska%20Sport%20Shoes&query_place_id=ChIJn1w2hyLmaC4RiR3vkUSEZso;Toko Sepatu;;;;;
MKS Shoes;4.6;220;Jl. Ciwulan No.34;Kota Bandung;Jawa Barat;ID;http://www.mksshoes.com/;+62 811-1137-272;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=MKS%20Shoes&query_place_id=ChIJB902mDLmaC4RYQ8ULNX5vq4;Toko Sepatu;;;;;
Dunia Sepatu;4.2;179;Jl. Dalem Kaum No.39;Kota Bandung;Jawa Barat;ID;;+62 22 4205085;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Dunia%20Sepatu&query_place_id=ChIJsYFqFSTmaC4RWNw8tf-82Zs;Toko Sepatu;;;;;
Coco Onal;4.8;11;Jl. Cihampelas No.134;Kota Bandung;Jawa Barat;ID;;;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Coco%20Onal&query_place_id=ChIJq8brXlvmaC4R37hIzxcVw8c;Toko Sepatu;;;;;
Ittaherl;4.9;21;Jl. Pinus Jarum No.27;Kota Bandung;Jawa Barat;ID;http://www.ittaherl.com/;;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Ittaherl&query_place_id=ChIJF7jdeIHoaC4RiH4qfh7M13Y;Toko Sepatu;;;;;
Hijack Sandals Bandung;4.7;647;Jl. Dahlia No.1A;Kota Bandung;Jawa Barat;ID;https://hijacksandals.com/;+62 811-2187-711;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Hijack%20Sandals%20Bandung&query_place_id=ChIJ7VIoY8jnaC4RHCoBblbuTv4;Toko Sepatu;;;;;
Toko Sepatu;4.7;11;Jl. Dipati Ukur No.247;Kota Bandung;Jawa Barat;ID;;;Toko;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Sepatu&query_place_id=ChIJez_S9lTnaC4RqIdHP43Ctfc;Toko;;;;;
Starting Lane Running Store Concept (Toko Sepatu Olahraga Lari Original Bandung);4.9;2437;Jl. Gandapura No.73A;Kota Bandung;Jawa Barat;ID;http://www.startinglane.co.id/;+62 895-3223-34662;Toko Sepatu;Toko Perlengkapan Olahraga;Toko Pakaian Olahraga;;;;;;;;https://www.google.com/maps/search/?api=1&query=Starting%20Lane%20Running%20Store%20Concept%20(Toko%20Sepatu%20Olahraga%20Lari%20Original%20Bandung)&query_place_id=ChIJGbxhzf7naC4ReQqhl8IGwP8;Toko Sepatu;;;;;
Istana Sepatu;4.4;972;Jl. Merdeka No.23A;Kota Bandung;Jawa Barat;ID;;+62 22 4241330;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Istana%20Sepatu&query_place_id=ChIJpUQ_kDfmaC4R_qn8258g3-c;Toko Sepatu;;;;;
Ncr Sport Bandung (Toko Sepatu Basket dan Sneakers Original Bandung);4.9;3922;Jl. Gatot Subroto No.237;Kota Bandung;Jawa Barat;ID;http://ncrsport.com/;+62 895-8067-91101;Toko Sepatu;Toko Perlengkapan Olahraga;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Ncr%20Sport%20Bandung%20(Toko%20Sepatu%20Basket%20dan%20Sneakers%20Original%20Bandung)&query_place_id=ChIJ1xwho9fnaC4RjVP4NSnvwi4;Toko Sepatu;;;;;
Portee Goods;4.9;1046;Jl. Anggrek No.15;Kota Bandung;Jawa Barat;ID;http://www.porteegoods.com/;+62 881-0241-11271;Toko Sepatu;Toko Barang-barang Kulit;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Portee%20Goods&query_place_id=ChIJ--DFgjDmaC4R50rM09e0tOQ;Toko Sepatu;;;;;
Istana Sepatu;4.3;1565;Jl. Dalem Kaum No.25;Kota Bandung;Jawa Barat;ID;;+62 813-9555-2327;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Istana%20Sepatu&query_place_id=ChIJL9wwEyTmaC4Rbgp2ImwZkSs;Toko Sepatu;;;;;
Winod Store Bandung;4.6;208;Jl. Dr. Setiabudi No.171;Kota Bandung;Jawa Barat;ID;https://desty.page/winod;+62 851-7808-9039;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Winod%20Store%20Bandung&query_place_id=ChIJffy170vnaC4RJAm_MuQ99Qw;Toko Sepatu;;;;;
807GARAGE Bandung;4.9;5122;Paris Van Java Mall Resort Lifestyle Place GL C-31;Kota Bandung;Jawa Barat;ID;https://807garage.com/;+62 813-8121-1987;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=807GARAGE%20Bandung&query_place_id=ChIJ_8hoV_rnaC4REKeCmMDS68U;Toko Sepatu;;;;;
Warung Bu Damah;5;3;Jl. Cipedes Tengah No.57;Kota Bandung;Jawa Barat;ID;;+62 882-2242-0029;Toko Kelontong Asia;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Warung%20Bu%20Damah&query_place_id=ChIJV2YTv77naC4RCrbrEOSZZq4;Toko Kelontong Asia;;;;;
House of Donatello;4.8;5019;Jl. Ir. H. Juanda No.104;Kota Bandung;Jawa Barat;ID;http://www.donatello.co.id/;+62 281 12449438;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=House%20of%20Donatello&query_place_id=ChIJW-hIO1HmaC4R0OEyNrHw-do;Toko Sepatu;;;;;
Warung Sadaya 18;5;3;Gg. RH. Amsyor dalam No.18;Kota Bandung;Jawa Barat;ID;;+62 22 6040773;Toko Kelontong Asia;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Warung%20Sadaya%2018&query_place_id=ChIJLYMBfULlaC4RDlmyRoLfrDs;Toko Kelontong Asia;;;;;
Warung sembako mandiri;4.3;7;Jl.Kp Biru, RT.03/RW.04;Kota Bandung;Jawa Barat;ID;;+62 852-9440-2752;Minimarket;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Warung%20sembako%20mandiri&query_place_id=ChIJK9d0ieTmaC4RmFG0rY3NaP4;Minimarket;;;;;
Warung Ibu tati;5;4;;Kota Bandung;Jawa Barat;ID;;;Toko Kelontong Asia;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Warung%20Ibu%20tati&query_place_id=ChIJJwkchu3haC4RMdT3rzJ8ooI;Toko Kelontong Asia;;;;;
Warung Wid;5;5;Jl. Terusan Karang Tineung No.44;Kota Bandung;Jawa Barat;ID;;;Grosir Barang Kelontong;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Warung%20Wid&query_place_id=ChIJST2nRdznaC4R90vniiiUOs8;Grosir Barang Kelontong;;;;;
Warung Koko Gelap Nyawang;5;5;Jl. Gelap Nyawang No.P12;Kota Bandung;Jawa Barat;ID;https://r.grab.com/g/2-2-6-C22UV2BZN2VBC2;+62 813-2210-5157;Toko Kelontong Asia;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Warung%20Koko%20Gelap%20Nyawang&query_place_id=ChIJx2kIYPznaC4RiWkSGDhdpM0;Toko Kelontong Asia;;;;;
Toko Saripudin;4.4;194;Jl. Sangkuriang No.2;Kota Bandung;Jawa Barat;ID;;;Toko bahan makanan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Saripudin&query_place_id=ChIJj1odgvDmaC4RXAM57lv8BD8;Toko bahan makanan;;;;;
Toko Taman Sari;4.8;27;Jl. Sarirasa No.100;Kota Bandung;Jawa Barat;ID;;;Toko Kelontong Asia;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Taman%20Sari&query_place_id=ChIJfWtjbIPmaC4RdyBZV5dqAGk;Toko Kelontong Asia;;;;;
DC mini & Grosir DT;4.9;21;Jl. Cibogo Tengah No.233;Kota Bandung;Jawa Barat;ID;;+62 22 20279390;Grosir Barang Kelontong;Grosir;;;;;;;;;https://www.google.com/maps/search/?api=1&query=DC%20mini%20%26%20Grosir%20DT&query_place_id=ChIJt1tmzuvnaC4RndknV3FcpuI;Grosir Barang Kelontong;;;;;
Warung Khairan;5;1;4H7V+GJC, Jl. Karang Tineung;Kota Bandung;Jawa Barat;ID;;+62 812-1219-94510;Toko bahan makanan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Warung%20Khairan&query_place_id=ChIJe88JdIvmaC4RsFKkcjYRo9g;Toko bahan makanan;;;;;
Warung H.Toha;5;2;Jl. Terusan Sutami No.30;Kota Bandung;Jawa Barat;ID;;;Toko Kelontong Asia;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Warung%20H.Toha&query_place_id=ChIJ3XgqKtDnaC4R4GXM_g7PwPc;Toko Kelontong Asia;;;;;
Warung umi dan toko yuli;5;2;Jl. Cihampelas No.51/35B, RT.03/RW.05;Kota Bandung;Jawa Barat;ID;;+62 855-2389-1445;Toko Kelontong Asia;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Warung%20umi%20dan%20toko%20yuli&query_place_id=ChIJrfLTLPXnaC4RALOn13VK9Fg;Toko Kelontong Asia;;;;;
Sutami 2 ;toko Sembako;4.5;12;Jl. Terusan Sutami II No.8-20;Kota Bandung;Jawa Barat;ID;;+62 822-1485-7666;Toko;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Sutami%202%20%2Ctoko%20Sembako&query_place_id=ChIJD3-Si4XmaC4RTLqEjdAa_pA;Toko;;;;
Toko Kelontong & Ikan Asin H. Herman;4.9;24;Balubur Town Square Lantai D1 Blok U 23;Kota Bandung;Jawa Barat;ID;;;Toko bahan makanan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Kelontong%20%26%20Ikan%20Asin%20H.%20Herman&query_place_id=ChIJqxFOPh7naC4RAoPqqQOY9x0;Toko bahan makanan;;;;;
Warung chikal;5;2;Jl. Babakan Jeruk II Jl. Jeruk Sitrun No.2;Kota Bandung;Jawa Barat;ID;;+62 812-2056-1061;Toko Kelontong Asia;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Warung%20chikal&query_place_id=ChIJ9fBYkGfnaC4RlYGsPKjk_lM;Toko Kelontong Asia;;;;;
Kalibre Flagship Store Bandung;4.6;869;Jalan Cihampelas No.4 Pasir Kaliki Cicendo;Kota Bandung;Jawa Barat;ID;https://www.iamkalibre.com/;+62 22 4232625;Toko Aksesori Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Kalibre%20Flagship%20Store%20Bandung&query_place_id=ChIJDfh1T0fmaC4RErfiuzZkqgQ;Toko Aksesori Pakaian;;;;;
Warung MahBay;4.8;13;Jl. Bahagia Dalam No.2, RT.004/RW.009;Kota Bandung;Jawa Barat;ID;;+62 813-2073-3417;Toko;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Warung%20MahBay&query_place_id=ChIJm6CVKFzmaC4R5qqOa-tFGAg;Toko;;;;;
Warung Barokah;4.8;5;Jl. Karang Tineung Indah Dalam No.28 09/04;Kota Bandung;Jawa Barat;ID;;;Grosir Barang Kelontong;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Warung%20Barokah&query_place_id=ChIJCQ2YQDznaC4RiAHY1qgCumk;Grosir Barang Kelontong;;;;;
Tas Seminar Bandung - Juragan Tas Seminar;5;14;Jl Gandapura Simpang Merdeka, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40113;Kota Bandung;Jawa Barat;ID;https://juragantasseminar.com/;+62 858-8529-2673;Kantor Perusahaan;Produsen;Toko;;;;;;;;https://www.google.com/maps/search/?api=1&query=Tas%20Seminar%20Bandung%20-%20Juragan%20Tas%20Seminar&query_place_id=ChIJg3e7jc3naC4RIicuIu832eM;Kantor Perusahaan;;;;;
Toko Tas Diamond;4.7;21;Jl. Kalipah Apo No.55;Kota Bandung;Jawa Barat;ID;;+62 22 4232543;Toko Tas Tangan;Toko Aksesori Pakaian;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Tas%20Diamond&query_place_id=ChIJMfK71yPmaC4Rj_D5qKkElWw;Toko Tas Tangan;;;;;
Exsport Space;4.7;76;Jl. L. L. R.E. Martadinata No.4;Kota Bandung;Jawa Barat;ID;https://www.exsportbags.com/;+62 811-2221-1979;Toko Tas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Exsport%20Space&query_place_id=ChIJZxiHqk3naC4RC2AIpjVnDw0;Toko Tas;;;;;
Grosir Tas Bandung;4.2;27;Jl. Cidurian Utara No.99, RT.04/RW.10;Kota Bandung;Jawa Barat;ID;;+62 821-2833-4519;Toko Tas;Grosir;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Grosir%20Tas%20Bandung&query_place_id=ChIJMZkgUCjmaC4RNxYBV6stJM4;Toko Tas;;;;;
Diaz Shoes & Hand Bag;4.2;86;Jl. Sederhana No.7;Kota Bandung;Jawa Barat;ID;;+62 22 2033661;Toko Barang-barang Kulit;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Diaz%20Shoes%20%26%20Hand%20Bag&query_place_id=ChIJLWT8613maC4RKxovso-40ns;Toko Barang-barang Kulit;;;;;
Tas Tote Berseni - AverilArt;4.8;16;Jl. Dago Barat No.11D;Kota Bandung;Jawa Barat;ID;http://averilart.infinityfreeapp.com/;+62 882-1870-0715;Toko Tas Tangan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Tas%20Tote%20Berseni%20-%20AverilArt&query_place_id=ChIJS8oIwibnaC4RxTgNKrs-AVU;Toko Tas Tangan;;;;;
Studio Tas Bandung Indah Plaza;5;11;Jl. Merdeka No.56;Kota Bandung;Jawa Barat;ID;;+62 22 4219661;Toko Koper;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Studio%20Tas%20Bandung%20Indah%20Plaza&query_place_id=ChIJ2_aa6zfmaC4R7gF9dXAvYBY;Toko Koper;;;;;
Grosir Tote Bag Tas Bandung Rp.35.000;5;7;Jl. Geger Arum I No.52;Kota Bandung;Jawa Barat;ID;;;Kantor Perusahaan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Grosir%20Tote%20Bag%20Tas%20Bandung%20Rp.35.000&query_place_id=ChIJiZeqQpPnaC4RSRlIVPwhfMc;Kantor Perusahaan;;;;;
Sasadu Leather;4.9;18;4H5W+5WP, Gg. Budi Bakti;Kota Bandung;Jawa Barat;ID;;+62 813-7465-7121;Toko Tas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Sasadu%20Leather&query_place_id=ChIJPSZV2u3naC4RyhRQMN02xyA;Toko Tas;;;;;
Paddy Bags Studio (Bandung);5;374;Jl. Soka No.23A;Kota Bandung;Jawa Barat;ID;;+62 822-6131-5095;Toko Tas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Paddy%20Bags%20Studio%20(Bandung)&query_place_id=ChIJv84RIHnnaC4RHI2j2mS9I9w;Toko Tas;;;;;
Produksi tas bandung;4.3;187;Jl. Kepatihan pasar murah kepatihan No.10;Kota Bandung;Jawa Barat;ID;;+62 813-2433-7877;Pengangkut Rumah Pra-produksi;Toko Aksesori Pakaian;Pasar;Toko Sepatu;;;;;;;https://www.google.com/maps/search/?api=1&query=Produksi%20tas%20bandung&query_place_id=ChIJy5XZoSbmaC4Rl_gSNa7rr5o;Pengangkut Rumah Pra-produksi;;;;;
EXSPORT Flagship Store;4.5;228;Jl. Bahureksa No.24;Kota Bandung;Jawa Barat;ID;https://www.exsportbags.com/;+62 811-2009-770;Toko Tas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=EXSPORT%20Flagship%20Store&query_place_id=ChIJoxHp4Z7naC4R0EHt6pO-PWA;Toko Tas;;;;;
Tas Lipat Bandung;4.7;13;Jl. Cihampelas No.282, RT.10/RW.02;Kota Bandung;Jawa Barat;ID;https://linktr.ee/taslipatbandung;+62 896-0891-6353;Toko Tas;Toko Aksesori Pakaian;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Tas%20Lipat%20Bandung&query_place_id=ChIJawufSrXnaC4RzfRQmNIluyc;Toko Tas;;;;;
Arei Store Ujung Berung;4.8;45;Jl. AH. Nasution No.283;Kota Bandung;Jawa Barat;ID;;+62 895-0244-8455;Toko Pakaian;Toko Tas;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Arei%20Store%20Ujung%20Berung&query_place_id=ChIJL7YkXz_daC4RUMEv5xh6sOI;Toko Pakaian;;;;;
Safar Outdoor;4.7;3;Jl. Sekemala RT. 03/11 Kel;Kota Bandung;Jawa Barat;ID;;+62 882-2045-8094;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Safar%20Outdoor&query_place_id=ChIJoaVnzujdaC4RYS5RQH6kS_M;Toko Pakaian;;;;;
Wallts Offline Store;5;352;Jl. Ciliwung No.11;Kota Bandung;Jawa Barat;ID;https://walltswallet.com/wallts-store/#;+62 821-1247-886;Toko Tas;Toko Suvenir;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Wallts%20Offline%20Store&query_place_id=ChIJc6llipznaC4RRwBFr2uE8oM;Toko Tas;;;;;
Third Day Co;5;6;Jl. Dr. Setiabudi No.49;Kota Bandung;Jawa Barat;ID;http://www.thirddayco.com/;+62 815-7399-0333;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Third%20Day%20Co&query_place_id=ChIJjdBryvznaC4RossLqMbol6s;Toko Pakaian;;;;;
Quickening Bandung;4.5;31;Jl. Pak Gatot II No.25 G;Kota Bandung;Jawa Barat;ID;http://facebook.com/quickeningbandung;+62 878-8016-7274;Layanan Distribusi;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Quickening%20Bandung&query_place_id=ChIJa3Md30XmaC4Rb0RBD8P2s5k;Layanan Distribusi;;;;;
Soul Booster Clothing;5;1;4HMR+MMX, Gg. Gegerkalong Tengah V;Kota Bandung;Jawa Barat;ID;;;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Soul%20Booster%20Clothing&query_place_id=ChIJod9fIaHnaC4RlZtrL2cgNVE;Toko Pakaian;;;;;
Good Bye Ex;3.9;19;Jl. Sukajadi No.121;Kota Bandung;Jawa Barat;ID;;;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Good%20Bye%20Ex&query_place_id=ChIJocJ1kWDmaC4RVQs-9Hc2iKU;Toko Pakaian;;;;;
Esgotado;4.7;158;Jalan Sidomukti No.T-5;Kota Bandung;Jawa Barat;ID;http://www.esgotado.id/;+62 852-2039-3424;Toko Aksesori Pakaian;Toko Tas;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Esgotado&query_place_id=ChIJvxuKIq7naC4RyRvTvToyKmI;Toko Aksesori Pakaian;;;;;
C59;4.5;376;Jl. Merak No.2;Kota Bandung;Jawa Barat;ID;;+62 22 2505959;Toko Pakaian;Toko Kaos Custom;;;;;;;;;https://www.google.com/maps/search/?api=1&query=C59&query_place_id=ChIJM0vnO03maC4RX4H4zjvkiRU;Toko Pakaian;;;;;
Omuniuum;4.6;319;Jl. Ciumbuleuit No.151 B lt. 2;Kota Bandung;Jawa Barat;ID;;+62 878-2183-6088;Toko Buku;Toko Kaos;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Omuniuum&query_place_id=ChIJL23SPunmaC4R5E9tQtVc3EY;Toko Buku;;;;;
