"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","url","categoryName"
"RM Payakumbuah, Citarum Bandung","4.7","1945","Jl. Citarum No.24","Kota Bandung","Jawa Barat","ID","https://www.payakumbuah.co.id/","+62 818-0201-2788","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=RM%20Payakumbuah%2C%20Citarum%20Bandung&query_place_id=ChIJq27CEqrnaC4Rk8KVBCAVqQ0","Restoran"
"Rumah Makan Boga Raso","4.5","176","Jl. Dipati Ukur No.122C","Kota Bandung","Jawa Barat","ID",,"","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Boga%20Raso&query_place_id=ChIJGZHPr_jmaC4RCTAPoM88AbQ","Restoran Padang"
"Singgalang Jaya","4.5","267","Jl. Tubagus Ismail No.7A","Kota Bandung","Jawa Barat","ID",,"+62 812-7070-8023","Restoran Padang","Restoran Sunda",,,,,,,"https://www.google.com/maps/search/?api=1&query=Singgalang%20Jaya&query_place_id=ChIJJ9PvJ_nmaC4RUS9skJb9Xpc","Restoran Padang"
"Dendeng Batokok Dago","4.6","1385","Jl. Ir. H. Juanda No.354","Kota Bandung","Jawa Barat","ID",,"+62 851-8309-2354","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dendeng%20Batokok%20Dago&query_place_id=ChIJQeF50fzmaC4RSDvWNSESnjw","Restoran Padang"
"Rumah Makan Padang Bahagia","4.4","1103","Jl. Ir. H. Juanda No.242","Kota Bandung","Jawa Barat","ID","https://www.padangbahagia.com/","+62 877-2200-1666","Restoran Padang","Rumah Makan","Restoran",,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Padang%20Bahagia&query_place_id=ChIJa9R9YiPnaC4RAaPFLjU1Mzw","Restoran Padang"
"RM PADANG SAIYO CIKUTRA","4.6","375","Jl. Cikutra No.316, RT.02/RW.02","Kota Bandung","Jawa Barat","ID",,"+62 822-1778-0475","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=RM%20PADANG%20SAIYO%20CIKUTRA&query_place_id=ChIJsX5avJrnaC4Ro-EMdPuX3L0","Restoran Padang"
"Rumah Makan Padang - Malah Dicubo","4.5","3708","Hall Selatan, Jl. Stasiun No.27","Kota Bandung","Jawa Barat","ID",,"","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Padang%20-%20Malah%20Dicubo&query_place_id=ChIJ1U40dTvmaC4Rl4m1Y_MEmrE","Restoran Padang"
"Sate Cak Faisal Madura Asli","4.1","9","Jl. Gegerkalong Girang No.161","Kota Bandung","Jawa Barat","ID",,"","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Cak%20Faisal%20Madura%20Asli&query_place_id=ChIJmQTVXqPmaC4RQKF2fhTZ8nM","Restoran"
"Warung Sate Barokah H. Achmad","4.5","127","Jl. Gegerkalong Kulon","Kota Bandung","Jawa Barat","ID",,"+62 818-0923-3555","Restoran Sate","Rumah Makan",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Sate%20Barokah%20H.%20Achmad&query_place_id=ChIJER-9Yr7maC4R44SEfrpcVjM","Restoran Sate"
"Padang Merdeka Bandung","4.5","1664","Jl. Diponegoro Kel No.7","Kota Bandung","Jawa Barat","ID","https://lynk.id/padangmerdekabandung","+62 22 20528004","Restoran Padang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Padang%20Merdeka%20Bandung&query_place_id=ChIJ_eRGUIbnaC4Rn-EZuaYGwVo","Restoran Padang"
"PADANG KEREN","4.7","333","Jl. H. Hasan No.12","Kota Bandung","Jawa Barat","ID",,"","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=PADANG%20KEREN&query_place_id=ChIJuy5QOQDnaC4RSjmzbBGM1w8","Restoran Indonesia"
"Sate ayam madura CTS","5","5","Jl. Sekeloa No.33","Kota Bandung","Jawa Barat","ID",,"+62 852-9526-0557","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20ayam%20madura%20CTS&query_place_id=ChIJxZQPRRXnaC4RaXz4bkBehzI","Restoran"
"Sate Ayam & Kambing Madura","5","2","Jl. Jatihandap No.15","Kota Bandung","Jawa Barat","ID",,"","Pujasera",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Ayam%20%26%20Kambing%20Madura&query_place_id=ChIJb_RUjRjnaC4RbOOh3P8wWSI","Pujasera"
"Sate Madura Cak Suhfi","5","1","Jl. Gegerkalong Girang No.141","Kota Bandung","Jawa Barat","ID",,"+62 819-0769-8477","Restoran Sate","Restoran Indonesia",,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Madura%20Cak%20Suhfi&query_place_id=ChIJE8vM11LnaC4R6dvNQFfIKig","Restoran Sate"
"Sari Bundo","4.5","1674","4J2C+V4Q, Jl. Merak","Kota Bandung","Jawa Barat","ID",,"+62 22 2507228","Restoran Padang","Rumah Makan","Restoran Indonesia",,,,,,"https://www.google.com/maps/search/?api=1&query=Sari%20Bundo&query_place_id=ChIJKXcMQ03maC4RMorQaalwL7A","Restoran Padang"
"Kantin Sate Madura Ayam Penyet","4.8","4",,"Kota Bandung","Jawa Barat","ID",,"","Restoran Sate","Restoran ayam penyet","Restoran Masakan Ayam",,,,,,"https://www.google.com/maps/search/?api=1&query=Kantin%20Sate%20Madura%20Ayam%20Penyet&query_place_id=ChIJJ5bCNaXnaC4RdGkp98Z7iHU","Restoran Sate"
"Sate madura Alpina","5","5","Jl. Cisitu Lama VIII No.19C","Kota Bandung","Jawa Barat","ID",,"","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20madura%20Alpina&query_place_id=ChIJL8B_ljLnaC4RgGLfumoRFeM","Restoran"
"Juragan Sate Madura Ganeca","4.2","5","Jl. Ganesha","Kota Bandung","Jawa Barat","ID",,"+62 812-2175-1504","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Juragan%20Sate%20Madura%20Ganeca&query_place_id=ChIJ7_D4PQnnaC4RCh0HgM5yCD0","Restoran Sate"
"Sate Suramadu 2 Putri Khas Madura isola","5","2","Jl. Gegerkalong Girang No.141","Kota Bandung","Jawa Barat","ID",,"+62 819-0769-8477","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Suramadu%202%20Putri%20Khas%20Madura%20isola&query_place_id=ChIJNX67Le3naC4RvnnLZsfwxa8","Restoran"
"Warung sate madura","5","1","Jl. Cikutra Barat No.123","Kota Bandung","Jawa Barat","ID",,"","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20sate%20madura&query_place_id=ChIJd-cACgDnaC4R4MJ0XQnVbQg","Restoran Indonesia"
"Sate Sampang Madura","3.8","70","4J68+X3W, Jl. Dipati Ukur","Kota Bandung","Jawa Barat","ID",,"","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Sampang%20Madura&query_place_id=ChIJD6i2CFbmaC4RivxXKye-bcw","Restoran Sate"
"Sate Maulana Yusuf","4.5","4785","Jl. Maulana Yusuf No.19","Kota Bandung","Jawa Barat","ID",,"+62 22 4265065","Restoran Sate","Rumah Makan",,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Maulana%20Yusuf&query_place_id=ChIJdy8Q6E7maC4RNASEofjl6yI","Restoran Sate"
"Toko Madura ( PT. MDR ) | Liquor Store Bandung","4.6","863","Jl. Dr. Setiabudi","Kota Bandung","Jawa Barat","ID",,"+62 882-3413-1313","Toko Minuman Keras",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Toko%20Madura%20(%20PT.%20MDR%20)%20%7C%20Liquor%20Store%20Bandung&query_place_id=ChIJSVoUWiDnaC4Rc2IqBKESAvU","Toko Minuman Keras"
"Sate madura mamah umam","1","1","4J4F+45P, Jl. Puyuh Dalam sbelah posyandu kemuning, RT.06/RW.11","Kota Bandung","Jawa Barat","ID",,"+62 818-0999-8838","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20madura%20mamah%20umam&query_place_id=ChIJyWLrfQDnaC4RUOj92oW7u28","Restoran"
"Mie Kocok Lintang Rasa","5","2","4M45+W2X","Kabupaten Bandung","Jawa Barat","ID",,"","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20Lintang%20Rasa&query_place_id=ChIJh37OPS3naC4RH2yB8iH2PS0","Restoran Bakso"
"Mie Kocok Dago","4.9","7","Jl. Ir. H. Juanda No.30/158A, RT.006/RW.009","Kota Bandung","Jawa Barat","ID",,"+62 896-8074-8181","Restoran Mie",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20Dago&query_place_id=ChIJz-VOXXHnaC4Rmj7gWr_AkxE","Restoran Mie"
"Warung Sate Madura kak Mad","3.9","10","Jl. Bukit Jarian No.28","Kota Bandung","Jawa Barat","ID",,"+62 877-2281-3033","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Sate%20Madura%20kak%20Mad&query_place_id=ChIJsxbXKxHnaC4RQBwhrN2WxMw","Restoran Sate"
"Cuanki pojok","5","4","Jl. Tikukur No.16","Kota Bandung","Jawa Barat","ID",,"+62 811-2194-122","Dapur Umum",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuanki%20pojok&query_place_id=ChIJp2mrhNvnaC4RanfIu1Nw6AE","Dapur Umum"
"Baso Cuanki Boss","4.2","43","Jl. Cigadung Selatan No.33","Kota Bandung","Jawa Barat","ID",,"+62 813-2472-4162","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Baso%20Cuanki%20Boss&query_place_id=ChIJ8fNMvGPnaC4RG4EO9CScsYA","Restoran Bakso"
"Bakso Cuanki Roda Jaya","5","11","Jl. Teuku Umar No.2","Kota Bandung","Jawa Barat","ID",,"+62 857-5909-6445","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20Cuanki%20Roda%20Jaya&query_place_id=ChIJU3Q-p5PnaC4RukWwnvxRFdc","Restoran Bakso"
"Cuanki Sulur","5","5","3MXR+GJC, Jl. Kosar","Kota Bandung","Jawa Barat","ID",,"","Pusat jajanan kaki lima",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuanki%20Sulur&query_place_id=ChIJN_inbQDdaC4RB3_1mRESOSc","Pusat jajanan kaki lima"
"BAKSO CUANKI GADING DU","4.4","8","4J38+XVR, Jl. Hasanudin No.33","Kota Bandung","Jawa Barat","ID","https://vt.tiktok.com/ZSUN1JVd8/","+62 813-2113-6007","Dapur Umum",,,,,,,,"https://www.google.com/maps/search/?api=1&query=BAKSO%20CUANKI%20GADING%20DU&query_place_id=ChIJl_M0IQDnaC4RDr3vII4BouY","Dapur Umum"
"Sate Ayam Dan Kambing Madura Barokah","4.3","48","Jl. Padasuka No.55-59","Kota Bandung","Jawa Barat","ID","https://gofood.link/u/eree","+62 851-5801-1915","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Ayam%20Dan%20Kambing%20Madura%20Barokah&query_place_id=ChIJ2WdMq5HnaC4RR3S4KnItL7M","Restoran Sate"
"Angkringan Kalaparan","5","21","Jl. Dr. Djunjunan No.82","Kota Bandung","Jawa Barat","ID",,"+62 821-1681-0551","Restoran cepat saji",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Kalaparan&query_place_id=ChIJDQscDfbnaC4Ru6SP31Zj_ws","Restoran cepat saji"
"Angkringan Enemar","5","1","Gg. Gagak I No.23","Kota Bandung","Jawa Barat","ID",,"+62 877-2231-7692","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Enemar&query_place_id=ChIJv7_jvGfnaC4Ri8b9B1dMnSU","Restoran Indonesia"
"Cuanki mang deni(jimbore)","5","9","Jalan karang tinggal dalan gg R.U.kantaRw11Rt02 No.11","Kota Bandung","Jawa Barat","ID",,"+62 818-0214-3358","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuanki%20mang%20deni(jimbore)&query_place_id=ChIJLVULLDHnaC4RLip759iK6iA","Restoran"
"Angkringan Bajem17","5","3","Jl. Muhamad No.17","Kota Bandung","Jawa Barat","ID",,"+62 859-3020-7011","Kedai Kopi",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Bajem17&query_place_id=ChIJkehFABHnaC4RoXlxQ3qGRxU","Kedai Kopi"
"CUANKI RAOS (Warung Mba Tari)","5","1","Gg. Sukaharja II No.18, RT.001/RW.3","Kota Bandung","Jawa Barat","ID",,"","Kedai Sarapan & Makan Siang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=CUANKI%20RAOS%20(Warung%20Mba%20Tari)&query_place_id=ChIJMQw6IgDnaC4Rp7SPoJm8MXk","Kedai Sarapan & Makan Siang"
"Angkringan mifmif",,,"Jl. Padasuka No.148","Kota Bandung","Jawa Barat","ID",,"+62 813-1238-7644","Kedai Sarapan & Makan Siang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20mifmif&query_place_id=ChIJvwPA4ZDnaC4ReF9uV2A0f8Y","Kedai Sarapan & Makan Siang"
"Cuanki tjapsoey","5","8","Jl padasuka no 128 rt 03/04 pasirlayung","Kota Bandung","Jawa Barat","ID",,"+62 889-9100-7910","Warung Makanan Kecil",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cuanki%20tjapsoey&query_place_id=ChIJg4euR-PnaC4Rftz0n2pME_k","Warung Makanan Kecil"
"Angkringan MR.Z","4.7","3","4J39+7G8, Jl. Japati","Kota Bandung","Jawa Barat","ID",,"","Kedai Kopi",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20MR.Z&query_place_id=ChIJNeqSdFnnaC4RTLrhzrQNYzY","Kedai Kopi"
"ANGKRINGAN 231A","4.7","12","Jl. Cikutra No.231A","Kota Bandung","Jawa Barat","ID",,"+62 815-7321-0535","Restoran","Kedai Kopi",,,,,,,"https://www.google.com/maps/search/?api=1&query=ANGKRINGAN%20231A&query_place_id=ChIJvY84Iz7naC4RURtuVK9OK8I","Restoran"
"Angkringan Mas WAW","4.7","106","Jl. Gegerkalong Tengah No.23","Kota Bandung","Jawa Barat","ID",,"+62 878-2570-1311","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Mas%20WAW&query_place_id=ChIJ22kJQYLjaC4RWyEaG5vrsJk","Restoran"
"Kedai Koboi","4.5","344","Jl. Gelap Nyawang","Kota Bandung","Jawa Barat","ID",,"+62 815-6895-549","Kafe",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kedai%20Koboi&query_place_id=ChIJ6_ZRflDmaC4RhdYa09VYWeg","Kafe"
"Angkringan +62","5","1","Jl. Karang Tineung Indah No.68","Kota Bandung","Jawa Barat","ID",,"+62 813-2333-9493","Restoran cepat saji",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20%2B62&query_place_id=ChIJl3GNRODnaC4Rg1bDqome9l8","Restoran cepat saji"
"Soto lamongan cak willy","5","3","Jl. Dr. Setiabudi No.105","Kota Bandung","Jawa Barat","ID",,"+62 813-9342-7718","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20lamongan%20cak%20willy&query_place_id=ChIJpWD2_CXnaC4RmwPQPl4C1Z8","Restoran"
"Angkringan Wings Serba aya","5","34","4J43+43F","Kota Bandung","Jawa Barat","ID",,"","Kedai Kopi",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Wings%20Serba%20aya&query_place_id=ChIJ5XzBjmHnaC4Rf6BMFkGWkZk","Kedai Kopi"
"Warung Soto Lamongan","3.3","6","Jl. Menjangan","Kota Bandung","Jawa Barat","ID",,"+62 822-4099-0706","Restoran Soto Ayam",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Soto%20Lamongan&query_place_id=ChIJNe0Im_znaC4ReAR8yW0J3M8","Restoran Soto Ayam"
"Pecel Lele Lamongan Sabar Menanti","4.7","20","Jl. Surapati No.129 D","Kota Bandung","Jawa Barat","ID",,"","Restoran Pecel Lele",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pecel%20Lele%20Lamongan%20Sabar%20Menanti&query_place_id=ChIJiR9qN8PnaC4Ra_9BGgah7Xg","Restoran Pecel Lele"
"Pecel Lele Lamongan Pak Anas","4","81","Jl. Cikutra No.213","Kota Bandung","Jawa Barat","ID",,"+62 858-4044-2414","Restoran Pecel Lele","Restoran Indonesia",,,,,,,"https://www.google.com/maps/search/?api=1&query=Pecel%20Lele%20Lamongan%20Pak%20Anas&query_place_id=ChIJ3Sug5InnaC4Rs0WROXvuLdQ","Restoran Pecel Lele"
"Warung Caksim Lamongan (Pecel Lele)","4.5","21","Jl. Khp Hasan Mustopa No.103","Kota Bandung","Jawa Barat","ID",,"","Restoran Pecel Lele",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Caksim%20Lamongan%20(Pecel%20Lele)&query_place_id=ChIJ1xdtXALnaC4Rqf2_Gk38QGo","Restoran Pecel Lele"
"Soto Ayam Wong Lamongan","4.7","20","Jl. Bungur No.41","Kota Bandung","Jawa Barat","ID",,"+62 857-3350-1127","Restoran Soto Ayam","Kedai Sarapan","Rumah Makan","Restoran Jawa",,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20Ayam%20Wong%20Lamongan&query_place_id=ChIJ-e8ckY3maC4Risc1XTGN4n0","Restoran Soto Ayam"
"Soto Pakde Lamongan","3.7","18","Jl. Ciumbuleuit No.49","Kota Bandung","Jawa Barat","ID",,"","Restoran Jawa Timur",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20Pakde%20Lamongan&query_place_id=ChIJlYJ1O57naC4RxBM49pUapO4","Restoran Jawa Timur"
"RM. LAMONGAN H. RAEL","4.4","212","Jl. Soekarno-Hatta No.594","Kota Bandung","Jawa Barat","ID",,"+62 821-1718-4806","Restoran Soto Ayam",,,,,,,,"https://www.google.com/maps/search/?api=1&query=RM.%20LAMONGAN%20H.%20RAEL&query_place_id=ChIJrf1VSRroaC4R5dqJv5dRpX8","Restoran Soto Ayam"
"Soto Ojolali","4.4","1067","Jl. Cibadak No.79","Kota Bandung","Jawa Barat","ID",,"+62 22 4202907","Restoran soto","Restoran Jawa",,,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20Ojolali&query_place_id=ChIJSf38eiLmaC4RGYuCqhJDjAg","Restoran soto"
"Soto Padang Uda Ujang DU","4.6","432","Jl. Dipati Ukur","Kota Bandung","Jawa Barat","ID",,"+62 857-2364-0867","Restoran Padang","Restoran soto",,,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20Padang%20Uda%20Ujang%20DU&query_place_id=ChIJ5za8hVPmaC4RYmekoOo5x5M","Restoran Padang"
"Warung Pecel Lele Lamongan, Dago Pojok","4.2","34","Jl. Dagopojok No.25","Kota Bandung","Jawa Barat","ID",,"","Restoran Pecel Lele","Restoran Asia",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Pecel%20Lele%20Lamongan%2C%20Dago%20Pojok&query_place_id=ChIJcSfC6ePmaC4RXeg1YkIv8dY","Restoran Pecel Lele"
"Soto Bandung M Tarya","4.5","419","Jl. Sawah Kurung No.16","Kota Bandung","Jawa Barat","ID",,"+62 889-8949-9697","Restoran soto","Kedai Sarapan","Rumah Makan","Makanan","Kedai Sup",,,,"https://www.google.com/maps/search/?api=1&query=Soto%20Bandung%20M%20Tarya&query_place_id=ChIJm-uFmIToaC4R2TECYzpUK-8","Restoran soto"
"Soto ayam lamongan pak habibie","4.8","36","Jl. Bbk. H. Tamim No.06","Kota Bandung","Jawa Barat","ID",,"+62 852-5166-7799","Restoran Soto Ayam",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20ayam%20lamongan%20pak%20habibie&query_place_id=ChIJyYgG7SDnaC4Rqgp0QXnSBXY","Restoran Soto Ayam"
"Soto Lamongan Nasi Rawon Mas Pud","4.8","120","3JCP+25P, Jl. Turangga","Kota Bandung","Jawa Barat","ID",,"+62 813-2153-3364","Kedai Sup","Rumah Makan","Restoran Soto Ayam",,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20Lamongan%20Nasi%20Rawon%20Mas%20Pud&query_place_id=ChIJDT7uCHfoaC4Rj4pEiF8X7Ns","Kedai Sup"
"Soto ayam lamongan mas wahyu","5","18","3MX2+6CV samping lintas nusantara perdana, Jl. Khp Hasan Mustopa Jl. Babakan Andir","Kota Bandung","Jawa Barat","ID","https://gofood.link/a/A7RWqQL","+62 821-1495-2211","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20ayam%20lamongan%20mas%20wahyu&query_place_id=ChIJd60A6o3naC4R2RtBT0JkWj4","Restoran Indonesia"
"Soto Sulung Cihampelas","4.7","167","Jl. Cihampelas No.260","Kota Bandung","Jawa Barat","ID",,"","Restoran Soto Ayam","Restoran Jawa","Restoran soto",,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20Sulung%20Cihampelas&query_place_id=ChIJ4f-ts1jmaC4R5kTpTM25wgs","Restoran Soto Ayam"
"RM Soto Ayam Asli Lamongan Cak Mad","4.6","709","Jl. Moch. Toha No.223","Kota Bandung","Jawa Barat","ID",,"+62 813-2103-6130","Restoran Soto Ayam",,,,,,,,"https://www.google.com/maps/search/?api=1&query=RM%20Soto%20Ayam%20Asli%20Lamongan%20Cak%20Mad&query_place_id=ChIJtcQEZJLoaC4RpHE2UOKk6wQ","Restoran Soto Ayam"
"Padasuka Baso","4.5","2702","Jl. A. Yani No.877","Kota Bandung","Jawa Barat","ID",,"+62 22 7200914","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Padasuka%20Baso&query_place_id=ChIJhR2Sp5PnaC4RBVpY2ZhFRGU","Restoran Bakso"
"Bakso Ikah Asgar","4","600","Jl. Progo No.15","Kota Bandung","Jawa Barat","ID",,"","Restoran Bakso","Restoran Indonesia","Restoran Mie",,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20Ikah%20Asgar&query_place_id=ChIJ22bgtM_naC4RWa_fG2_COw4","Restoran Bakso"
"Soto Lamongan 7 Kismuji","4.8","53","3JV9+24R","Kota Bandung","Jawa Barat","ID",,"+62 895-3787-37500","Restoran Soto Ayam",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20Lamongan%207%20Kismuji&query_place_id=ChIJkQrDhzXmaC4RsCNKUqcdR_k","Restoran Soto Ayam"
"Bakso Malang Asli Fortuna","4.5","2311","Jl. Taman Citarum No.13","Kota Bandung","Jawa Barat","ID",,"+62 813-2136-8959","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20Malang%20Asli%20Fortuna&query_place_id=ChIJL5Mz1krmaC4Rz8s8e9OQVUE","Restoran Bakso"
"Soto Koya Lamongan","4.9","715","Jl. Anggrek No.50","Kota Bandung","Jawa Barat","ID",,"+62 811-2263-888","Restoran soto","Restoran",,,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20Koya%20Lamongan&query_place_id=ChIJk2aAlbHnaC4RiutVqdvGO3o","Restoran soto"
"Bakso Tampil Indonesia","4.8","13","Jl. Sidomukti No.T7","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/baksotampilindonesia/","+62 819-1811-0726","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20Tampil%20Indonesia&query_place_id=ChIJhd-LgsvnaC4RvXsYacpGdH8","Restoran Bakso"
"Baso Aci Tulang Muda (bakso aci bandung) Dipati ukur","4.9","2752","Jl. Dipati Ukur No.88","Kota Bandung","Jawa Barat","ID",,"+62 812-2232-3422","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Baso%20Aci%20Tulang%20Muda%20(bakso%20aci%20bandung)%20Dipati%20ukur&query_place_id=ChIJJ6meRzXnaC4Rv1zKnqC7kXA","Restoran Bakso"
"Baso Balowo","4.6","715","Jl. Cikutra Barat No.10","Kota Bandung","Jawa Barat","ID",,"+62 812-2363-8866","Restoran Bakso","Restoran Mie",,,,,,,"https://www.google.com/maps/search/?api=1&query=Baso%20Balowo&query_place_id=ChIJNycZ7KXnaC4RHp4a1-bNoi8","Restoran Bakso"
"Soto Lamongan dan Ayam Penyet","4.5","13","4J4C+WQX, Jl. Sukasari II","Kota Bandung","Jawa Barat","ID",,"","Restoran Masakan Ayam","Restoran ayam penyet","Restoran Jawa","Restoran Soto Ayam",,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20Lamongan%20dan%20Ayam%20Penyet&query_place_id=ChIJv-FHsaznaC4RcLheiCGoKRY","Restoran Masakan Ayam"
"Bakso Rusuk Joss Bandung","4.7","2551","Jl. Sadakeling No.23","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/p/CN1UVpIB30t","+62 821-2221-6662","Restoran Bakso","Restoran Indonesia",,,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20Rusuk%20Joss%20Bandung&query_place_id=ChIJd6KJFaLpaC4Rq9MVQfhnOz4","Restoran Bakso"
"Baso Olohok Prasmanan","4.8","2407","Jl. Peta No.241","Kota Bandung","Jawa Barat","ID",,"","Restoran Barbeque","Restoran",,,,,,,"https://www.google.com/maps/search/?api=1&query=Baso%20Olohok%20Prasmanan&query_place_id=ChIJsxTe7wDnaC4RcxSACqJvAR8","Restoran Barbeque"
"Bakso Barokah","4.6","1043","Jl. Cisitu Indah VI No.186","Kota Bandung","Jawa Barat","ID",,"+62 882-1864-1201","Restoran Bakso","Restoran Indonesia","Restoran Mie",,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20Barokah&query_place_id=ChIJcWFgW-TmaC4R8NJ9q3LyvcU","Restoran Bakso"
"Baso Mantep Gunung Giri Solo","4.6","4495","Jl. Aceh No.22A","Kota Bandung","Jawa Barat","ID",,"+62 822-1413-9999","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Baso%20Mantep%20Gunung%20Giri%20Solo&query_place_id=ChIJ5ydQSzjmaC4RZ5p4M2HNqF0","Restoran Bakso"
"Baso Malang BoM","4.6","149","Yusuf, Jl. Maulana Yusuf No.4","Kota Bandung","Jawa Barat","ID","https://www.facebook.com/baso.bom","","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Baso%20Malang%20BoM&query_place_id=ChIJ_4Q2mYToaC4RvAmaVT1CF5I","Restoran Bakso"
"Bakso Rusuk Al Fatih Bandung","4.7","34","Gg. Bangbayang Timur No.117, Rt/Rw 001/010 kel","Kota Bandung","Jawa Barat","ID",,"+62 856-0648-8172","Restoran Bakso","Restoran Jawa",,,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20Rusuk%20Al%20Fatih%20Bandung&query_place_id=ChIJ50HwKcXnaC4RdFVS-mvTePs","Restoran Bakso"
"Bakso Solo Pak Gilang","4.7","372","Jl. Bukit Tunggul No.12","Kota Bandung","Jawa Barat","ID",,"","Restoran Bakso","Rumah Makan",,,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20Solo%20Pak%20Gilang&query_place_id=ChIJ1WUMIe_maC4RYcLRQfIC7bw","Restoran Bakso"
