"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","url","categoryName"
"ARAH Coffee Pasundan","4.3","1353","Jl. Sukajadi No.204","Kota Bandung","Jawa Barat","ID","http://arahcoffee.co.id/","+62 811-2851-2545","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ARAH%20Coffee%20Pasundan&query_place_id=ChIJO_YpkBbnaC4RLOwExfl3c_0","Kedai Kopi"
"Monday Co Dago","4.6","539","Jl. Bukit Dago Utara I No.9","Kota Bandung","Jawa Barat","ID",,"+62 878-6312-1457","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Monday%20Co%20Dago&query_place_id=ChIJzznBRAHnaC4RFlg217jkSRg","Kedai Kopi"
"Noah's Barn","4.6","6115","Jl. Dayang Sumbi No.2","Kota Bandung","Jawa Barat","ID",,"+62 22 82526452","Kafe","Kedai Kopi","Restoran cepat saji","Restoran Pizza",,,,,,"https://www.google.com/maps/search/?api=1&query=Noah's%20Barn&query_place_id=ChIJs-Z5LFbmaC4RZkRJDC3hzrA","Kafe"
"Kopi Toko Djawa (Teuku Umar)","4.7","717","Jl. Teuku Umar No.5","Kota Bandung","Jawa Barat","ID",,"+62 899-6979-748","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kopi%20Toko%20Djawa%20(Teuku%20Umar)&query_place_id=ChIJs05i3-jnaC4RnD66o0ylDFE","Kedai Kopi"
"Kumari (Bake and Brew)","4.8","2065","Jl. Bagusrangin No.1","Kota Bandung","Jawa Barat","ID",,"+62 22 20469998","Kedai Kopi","Kafe",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kumari%20(Bake%20and%20Brew)&query_place_id=ChIJNUCImqTnaC4RfXva_A2bw5s","Kedai Kopi"
"MAFANA COFFEE BANDUNG","5","21","Jl. Ciumbuleuit No.91","Kota Bandung","Jawa Barat","ID",,"+62 813-1676-4607","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=MAFANA%20COFFEE%20BANDUNG&query_place_id=ChIJKQG-EwDnaC4RA9C65pfVick","Kedai Kopi"
"Tekun Cikutra","4.9","1319",,"Kota Bandung","Jawa Barat","ID","https://cikutra.tekun.co.id/","+62 821-1806-8525","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tekun%20Cikutra&query_place_id=ChIJ1aCCwOnnaC4REuVwnHnjVrM","Kedai Kopi"
"Two Hands Full Dago","4.5","2177","Jl. Ir. H. Juanda No.113","Kota Bandung","Jawa Barat","ID","https://thfcoffee.com/","+62 817-4142-768","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Two%20Hands%20Full%20Dago&query_place_id=ChIJ0wfmo4zmaC4RC89sbOwR2Ro","Kedai Kopi"
"One Eighty Coffee and Music","4.6","9213","Jl. Ganesha No.3","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/oneeightycoffee","+62 822-1800-0155","Kedai Kopi","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=One%20Eighty%20Coffee%20and%20Music&query_place_id=ChIJq8Fn4VDmaC4RsdHmpMJbw9w","Kedai Kopi"
"Kisah Manis Dago","4.9","6430","Jl. Ir. H. Juanda No.98","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/kopikisahmanis/","+62 821-2732-2571","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kisah%20Manis%20Dago&query_place_id=ChIJAyO_TNznaC4R9EWsxShYSJk","Kedai Kopi"
"Bagi Kopi","4.7","734","Jl. Ir. H. Juanda No.299","Kota Bandung","Jawa Barat","ID","https://bagikopi.id/","","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bagi%20Kopi&query_place_id=ChIJMfNn_ADnaC4RqwXWlSQjgJo","Kedai Kopi"
"Kopi Kyomi","4.6","922","Jl. Ir. H. Juanda No.130","Kota Bandung","Jawa Barat","ID","http://www.instagram.com/kyomispace","+62 817-7928-1576","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kopi%20Kyomi&query_place_id=ChIJv2b7njrnaC4RT7bV6A0SSAw","Kedai Kopi"
"de.u Coffee","4.8","3510","Jl. Dipati Ukur No.23","Kota Bandung","Jawa Barat","ID","https://instagram.com/de.ucoffee?igshid=vw6bpyp29a1s","+62 877-5668-8262","Kedai Kopi","Kafe",,,,,,,,"https://www.google.com/maps/search/?api=1&query=de.u%20Coffee&query_place_id=ChIJ4Y8EhgjnaC4RBAEycfqH2P4","Kedai Kopi"
"JAJAN DIMSUM Bandung","4.7","3","Jl. Dipati Ukur No.42","Kota Bandung","Jawa Barat","ID",,"","Restoran Dim Sum","Restoran","Warung Makanan Kecil",,,,,,,"https://www.google.com/maps/search/?api=1&query=JAJAN%20DIMSUM%20Bandung&query_place_id=ChIJl4JGRj7naC4Rq06hbqqu028","Restoran Dim Sum"
"foresta coffee","4.5","399","Jl. Rancabentang No.28","Kota Bandung","Jawa Barat","ID",,"+62 813-9888-8932","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=foresta%20coffee&query_place_id=ChIJa6dVXOjmaC4R2-bMiSFNF7w","Kedai Kopi"
"OSAKA SUSHI BANDUNG","4.5","33","4J4C+GV5, Jl. Sadang Saip No.379","Kota Bandung","Jawa Barat","ID",,"+62 877-7314-8198","Sushi takeaway","Restoran Sushi",,,,,,,,"https://www.google.com/maps/search/?api=1&query=OSAKA%20SUSHI%20BANDUNG&query_place_id=ChIJe7wtCKTnaC4RXT29UcRWrH0","Sushi takeaway"
"Kedai Kopi Warga","4.8","823","Jl. Ir. H. Juanda No.48","Kota Bandung","Jawa Barat","ID","http://www.kopiwarga.co.id/","+62 811-1111-5787","Kedai Kopi","Kafe",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kedai%20Kopi%20Warga&query_place_id=ChIJP0d0tbjnaC4RO4mLswO1ny8","Kedai Kopi"
"Warung Kopi Imah Babaturan 1","4.5","4690","Jl. Kebon Bibit No.3","Kota Bandung","Jawa Barat","ID","https://tokopedia.com/imahbabaturan","","Restoran Indonesia","Kedai Sarapan","Kedai Kopi",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Kopi%20Imah%20Babaturan%201&query_place_id=ChIJg6u_MEXmaC4RsPov4zzmx2k","Restoran Indonesia"
"Makmur Jaya Coffee Roasters - Sawunggaling","4.6","3218","Jl. Sawunggaling No.22","Kota Bandung","Jawa Barat","ID","http://www.makmurjayacoffee.com/","+62 821-1356-0564","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Makmur%20Jaya%20Coffee%20Roasters%20-%20Sawunggaling&query_place_id=ChIJgYMu74vnaC4Ryr43h9rWKcw","Kedai Kopi"
"Monsoon Coffee & Cowork","4.4","530","D'Botanica Mall, Jl. Dr. Djunjunan No.143-149 GF - C08","Kota Bandung","Jawa Barat","ID","http://www.instagram.com/monsoon.cafe","+62 813-8866-0035","Kedai Kopi","Ruang Kerja Bersama",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Monsoon%20Coffee%20%26%20Cowork&query_place_id=ChIJgYFHO4vmaC4RgpxrNYtGfRs","Kedai Kopi"
"Sejati Coffee & Space","4.9","49","Jl. Cigadung Raya Timur No.72","Kota Bandung","Jawa Barat","ID","https://instagram.com/desacoffeespace?igshid=YmMyMTA2M2Y=","+62 811-1876-737","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sejati%20Coffee%20%26%20Space&query_place_id=ChIJkUJEiBXnaC4R3z3GcWlTcVg","Kedai Kopi"
"Biji Rakyat","4.7","241","Jl. Sukahaji No.69","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/bijirakyat/","","Kedai Kopi","Kedai Sarapan","Kafe",,,,,,,"https://www.google.com/maps/search/?api=1&query=Biji%20Rakyat&query_place_id=ChIJPxbQP6HnaC4ROZhMcJrdpGA","Kedai Kopi"
"Sejiwa Coffee, Kiputih","4.5","1262","Jl. Kiputih No.1A","Kota Bandung","Jawa Barat","ID","http://www.instagram.com/sejiwacoffee","+62 878-2158-8029","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sejiwa%20Coffee%2C%20Kiputih&query_place_id=ChIJVRACusbnaC4RIAatRUAKwp0","Kedai Kopi"
"yumaju coffee","4.6","2225","Jl. Maulana Yusuf No.10","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/yumajucoffee/","+62 896-5555-0199","Kedai Kopi","Kafe",,,,,,,,"https://www.google.com/maps/search/?api=1&query=yumaju%20coffee&query_place_id=ChIJAwU8xU7maC4RQlhDRSpPDrI","Kedai Kopi"
"CW Coffee & Eatery","4.6","334","Jl. Gegerkalong Girang No.27","Kota Bandung","Jawa Barat","ID","https://instagram.com/cwcoffee.id","","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=CW%20Coffee%20%26%20Eatery&query_place_id=ChIJP-2GXSznaC4RwG6Y5Ji3U1U","Kedai Kopi"
"Kopi Seru","4.8","487","Jl. Setrasari Raya No.10","Kota Bandung","Jawa Barat","ID","http://www.kopiseru.com/","+62 859-5088-2023","Kedai Kopi","Kafe","Tempat penyangraian kopi","Restoran",,,,,,"https://www.google.com/maps/search/?api=1&query=Kopi%20Seru&query_place_id=ChIJvQde2DHnaC4RlBxdNDacDME","Kedai Kopi"
"seblak bandung 313","5","1","4JMC+GH7, Jl. Dago Elos I","Kota Bandung","Jawa Barat","ID",,"","Pujasera","Restoran seblak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=seblak%20bandung%20313&query_place_id=ChIJdXOwAeDmaC4RyPrS8qh0OFA","Pujasera"
"Hellikopi","4.6","275","Jl. Gegerkalong Hilir No.181 A","Kota Bandung","Jawa Barat","ID",,"","Kafe","Kedai Kopi",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hellikopi&query_place_id=ChIJaSsNVZ_maC4RtRjfagVsEyQ","Kafe"
"Masagi Koffee","4.6","2227","No.1-B, Jl. Gunung Kareumbi","Kota Bandung","Jawa Barat","ID",,"+62 878-3107-1153","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Masagi%20Koffee&query_place_id=ChIJ-ZLpWpHnaC4RbdN84sBJ6Kw","Kedai Kopi"
"hi brew","4.8","3399","Jl. Boscha No.43","Kota Bandung","Jawa Barat","ID","https://linktr.ee/hibrewcoffee","+62 881-0237-12174","Kedai Kopi","Kafe","Toko kopi",,,,,,,"https://www.google.com/maps/search/?api=1&query=hi%20brew&query_place_id=ChIJpd8Fcl_maC4ReLsGBTWS0jw","Kedai Kopi"
"Kana Cafe Bandung","4.9","1162","Komplek Setrasari Plaza II, blok B8/B9","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/kanabdg/","+62 811-2343-045","Kedai Kopi","Kafe","Ruang Kerja Bersama",,,,,,,"https://www.google.com/maps/search/?api=1&query=Kana%20Cafe%20Bandung&query_place_id=ChIJnaXyUX_naC4RoujhbHn3aEU","Kedai Kopi"
"Villa Damar Bandung","4.3","691","Jl. Damar No.7","Kota Bandung","Jawa Barat","ID","http://www.villadamar.com/","+62 22 2041361","Hotel","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Villa%20Damar%20Bandung&query_place_id=ChIJqe8BTvPmaC4RUfLMaj-Fp2Y","Hotel"
"Pizza Hut Delivery - PHD Indonesia","4.6","564","Jl. Dr. Setiabudi No.171","Kota Bandung","Jawa Barat","ID","https://www.pizzahut.co.id/","+62 1 500 600","Stan Pizza","Pengiriman Makanan","Restoran Pesan-Bawa","Layanan Pesan-Antar Pizza",,,,,,"https://www.google.com/maps/search/?api=1&query=Pizza%20Hut%20Delivery%20-%20PHD%20Indonesia&query_place_id=ChIJcXuClJXmaC4RQG0vuvX-ezU","Stan Pizza"
"Warung Nasi Goreng | Sarijadi - Kota Bandung | Babat","5","1","4H9H+MJ3","Kota Bandung","Jawa Barat","ID",,"+62 813-4222-7705","Restoran Nasi Goreng",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Nasi%20Goreng%20%7C%20Sarijadi%20-%20Kota%20Bandung%20%7C%20Babat&query_place_id=ChIJAbiw-OPnaC4RxJVV8Lg4iTw","Restoran Nasi Goreng"
"Bubur Ayam dan Siomay Bandung Handayani","4.4","118","Jl. Dr. Setiabudi No.34","Kota Bandung","Jawa Barat","ID","http://www.instagram.com/buburayamhandayani","+62 813-2066-6037","Restoran Bubur","Restoran China","Pujasera",,,,,,,"https://www.google.com/maps/search/?api=1&query=Bubur%20Ayam%20dan%20Siomay%20Bandung%20Handayani&query_place_id=ChIJcwSrcfTmaC4RsNyhMlx9ajw","Restoran Bubur"
"Kopi Mandja, Sarijadi","4.5","476","Jl. Terusan Sutami No.2","Kota Bandung","Jawa Barat","ID",,"+62 821-1796-0022","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kopi%20Mandja%2C%20Sarijadi&query_place_id=ChIJwWD5ppnnaC4RfyBE1ZSDEXs","Kedai Kopi"
"Jabarano Coffee","4.8","1096","D'Botanica Bandung Mall, Jl. DR. Djunjunan Dalam No.1 143 149, RW.lt","Kota Bandung","Jawa Barat","ID",,"+62 811-2220-6767","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jabarano%20Coffee&query_place_id=ChIJaUk8WQDnaC4Rht8h9VRGaao","Kedai Kopi"
"Bakso Rusuk Al Fatih Bandung","4.7","34","Gg. Bangbayang Timur No.117, Rt/Rw 001/010 kel","Kota Bandung","Jawa Barat","ID",,"+62 856-0648-8172","Restoran Bakso","Restoran Jawa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20Rusuk%20Al%20Fatih%20Bandung&query_place_id=ChIJ50HwKcXnaC4RdFVS-mvTePs","Restoran Bakso"
"Gajuakopi","4.5","1653","Jl. Sawunggaling No.7","Kota Bandung","Jawa Barat","ID","https://instagram.com/gajuakopi","","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gajuakopi&query_place_id=ChIJF472jirnaC4Rwr1HEm6G6D0","Kedai Kopi"
"GREAT DIMSUM BANDUNG 2 - Pusdai","4.6","331","Jl. Pusdai","Kota Bandung","Jawa Barat","ID",,"+62 813-2225-2233","Restoran Dim Sum",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=GREAT%20DIMSUM%20BANDUNG%202%20-%20Pusdai&query_place_id=ChIJ6TGoWlvnaC4RtFO7CKajYUg","Restoran Dim Sum"
"Dimsum Inmons","4.7","136","Jl. Karang Tinggal No.27","Kota Bandung","Jawa Barat","ID",,"+62 895-0467-7054","Restoran Dim Sum",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dimsum%20Inmons&query_place_id=ChIJieT_ULPnaC4RWPiuC5PFyDo","Restoran Dim Sum"
"Sop iga Dipatiukur cabang setiabudi gerlong, jl setiabudi 107b bandung, dalam foodcourt nya","4.3","4","Samping aneka motor setiabudi foodcourt, Jl. Dr. Setiabudi No.107b","Kota Bandung","Jawa Barat","ID","https://shopee.co.id/universal-link/now-food/shop/20346400?deep_and_deferred=1&share","+62 812-1133-7981","Pujasera","Kafe","Toko kopi","Restoran Halal","Warung nasi","Restoran","Restoran Sup",,,"https://www.google.com/maps/search/?api=1&query=Sop%20iga%20Dipatiukur%20cabang%20setiabudi%20gerlong%2C%20jl%20setiabudi%20107b%20bandung%2C%20dalam%20foodcourt%20nya&query_place_id=ChIJdyVvXQznaC4R3yulMuigedA","Pujasera"
"Bekas Resto",,,"Jl. Prof. drg. Soeria Soemantri No.57","Kota Bandung","Jawa Barat","ID",,"","Restoran",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bekas%20Resto&query_place_id=ChIJ05giQ4fmaC4R0JCBecjWjC8","Restoran"
"Boga Kitchen Dago Bandung","3.4","94","Jl. Ir. H. Juanda No.244","Kota Bandung","Jawa Barat","ID",,"+62 812-9452-4944","Restoran spesial olahan nasi","Restoran Jepang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Boga%20Kitchen%20Dago%20Bandung&query_place_id=ChIJHQLJsgnnaC4RQLsa3bqIwoo","Restoran spesial olahan nasi"
"Blue Doors Karang Tineung","4.9","1108","Jl. Karang Tineung No.9","Kota Bandung","Jawa Barat","ID",,"","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Blue%20Doors%20Karang%20Tineung&query_place_id=ChIJH35zeA_naC4RfXNdzsRay_A","Kedai Kopi"
"Ikan bakar 99 & seafood termurah di dipatiukur bandung","4.2","5","4J59+325","Kota Bandung","Jawa Barat","ID","https://instagram.com/ikanbakar99bandungofficial?utm_medium=copy_link","+62 895-3348-90197","Rumah Makan","Restoran Seafood",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ikan%20bakar%2099%20%26%20seafood%20termurah%20di%20dipatiukur%20bandung&query_place_id=ChIJyQgXb6jnaC4RZMeGiNRIxQs","Rumah Makan"
"Starbucks Coffee - Ciwalk Bandung","4.6","1279","Cihampelas Walk Parking Lot, Jl. Cihampelas No.160 Lantai Ground","Kota Bandung","Jawa Barat","ID","http://www.starbucks.co.id/","","Kedai Kopi","Kedai Sarapan","Kafe",,,,,,,"https://www.google.com/maps/search/?api=1&query=Starbucks%20Coffee%20-%20Ciwalk%20Bandung&query_place_id=ChIJVVVVJVnmaC4RG8JaOjv6os4","Kedai Kopi"
"Yoshinoya Ciwalk Bandung","4.2","764","Cihampelas Walk Lt. 1 Unit I-02 - I-08, Jl. Cihampelas No.160","Kota Bandung","Jawa Barat","ID","http://www.yoshinoya.co.id/","+62 22 82021790","Restoran Jepang",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Yoshinoya%20Ciwalk%20Bandung&query_place_id=ChIJmfkAmFvmaC4RHX4UtKntC2Y","Restoran Jepang"
"Mie Gacoan Dipatiukur","4.7","5432","Jl. Dipati Ukur No.3","Kota Bandung","Jawa Barat","ID",,"","Restoran Mie","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Dipatiukur&query_place_id=ChIJYyKqO07maC4RVZNjqG1xd_A","Restoran Mie"
"Singgalang Jaya","4.5","267","Jl. Tubagus Ismail No.7A","Kota Bandung","Jawa Barat","ID",,"+62 812-7070-8023","Restoran Padang","Restoran Sunda",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Singgalang%20Jaya&query_place_id=ChIJJ9PvJ_nmaC4RUS9skJb9Xpc","Restoran Padang"
"McDonald's Setiabudi Bandung","4.5","6358","Jl. Dr. Setiabudi No.86-88","Kota Bandung","Jawa Barat","ID",,"+62 811-8005-694","Restoran cepat saji",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=McDonald's%20Setiabudi%20Bandung&query_place_id=ChIJxzxvYDHnaC4RYOO0I0Ej-r8","Restoran cepat saji"
"Lontong Sayur Padang Dipati Ukur Bandung","4.7","138","Jl. Haur Pancuh","Kota Bandung","Jawa Barat","ID",,"","Restoran Padang","Kedai Sarapan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lontong%20Sayur%20Padang%20Dipati%20Ukur%20Bandung&query_place_id=ChIJK6_QhFPmaC4RhUgkioF7Mnk","Restoran Padang"
"Ah Mei Cafe - Rumah Mode Bandung","4.2","122","Jl. Dr. Setiabudi No.41","Kota Bandung","Jawa Barat","ID","http://www.ahmeicafe.co.id/","+62 817-9194-172","Restoran Asia","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ah%20Mei%20Cafe%20-%20Rumah%20Mode%20Bandung&query_place_id=ChIJJbn0YfPmaC4RgYofiBUORSo","Restoran Asia"
"Mie Gacoan Dago","4.7","8956","Jl. Dago No.151A","Kota Bandung","Jawa Barat","ID",,"","Restoran Mie","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Dago&query_place_id=ChIJ7ULHOxznaC4RFZMkYknitf4","Restoran Mie"
"Ramen1 PVJ Bandung","3.6","237","Paris Van Java, Jl. Sukajadi","Kota Bandung","Jawa Barat","ID",,"","Restoran Jepang",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ramen1%20PVJ%20Bandung&query_place_id=ChIJH0yWkcjnaC4R881jrEzERhA","Restoran Jepang"
"Pizza Hut Restoran","4.7","5108","Jl. Dr. Setiabudi No.87","Kota Bandung","Jawa Barat","ID","https://www.pizzahut.co.id/","+62 1 500 600","Restoran Pizza","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pizza%20Hut%20Restoran&query_place_id=ChIJXRfKkHHnaC4RQaXo3I_ON9Q","Restoran Pizza"
"Grand Arjuna Hotel Bandung","4.1","3580","Jl. Ciumbuleuit No.152","Kota Bandung","Jawa Barat","ID","https://grandarjunahotel.com/","+62 22 2043800","Hotel","Bar Karaoke","Bar lounge","Restoran","Spa","Kolam Renang",,,,"https://www.google.com/maps/search/?api=1&query=Grand%20Arjuna%20Hotel%20Bandung&query_place_id=ChIJOW2sie7maC4RdBz9BgmcGqA","Hotel"
"Java Bean","4.3","99","Rumah Mode, Jl. Dr. Setiabudi No.41","Kota Bandung","Jawa Barat","ID","https://java-bean-cafe.localo.site/?utm_source=google_profile&utm_campaign=localo&utm_medium=mainlink","+62 811-2111-2238","Restoran","Kafe","Kedai Kopi","Restoran Indonesia","Restoran Italia",,,,,"https://www.google.com/maps/search/?api=1&query=Java%20Bean&query_place_id=ChIJn6d267XmaC4Ry9JEflawhj0","Restoran"
"Pepper Lunch","4.6","843","Paris Van Java Mall, Paris Van Java, Jl. Sukajadi No.137 - 139 Blok RL-A-08","Kota Bandung","Jawa Barat","ID","http://www.pepperlunch.id/","+62 22 82063535","Restoran Steak Jepang","Restoran Jepang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pepper%20Lunch&query_place_id=ChIJI3PIQ2DmaC4RDbmPOHx8-g8","Restoran Steak Jepang"
"Andalucia Lodge & Brunch Bandung","4.7","240","Jl. Sukaraja II No.318","Kota Bandung","Jawa Barat","ID","https://bookingku.bookandlink.com/booking-page.php?id=andalucia-lodge-brunch","+62 856-9713-6316","Hotel","Guest house","Hostel","Pondok","Rumah wisata","Restoran",,,,"https://www.google.com/maps/search/?api=1&query=Andalucia%20Lodge%20%26%20Brunch%20Bandung&query_place_id=ChIJH-ApEHDnaC4RloSCO-bup9I","Hotel"
"Nasi Goreng Tiarbah Bandung Timur","4.9","98","Jl. Cigadung Raya Tengah No.16","Kota Bandung","Jawa Barat","ID","https://nasgortiarbahbandungtimur.com/","+62 822-6222-2465","Restoran Nasi Goreng",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nasi%20Goreng%20Tiarbah%20Bandung%20Timur&query_place_id=ChIJ510cgVDdaC4RquR8MwdOfPc","Restoran Nasi Goreng"
"Gula Merah","4","190","Mall, Paris Van Java, Jl. Sukajadi No.131-139 Lt.RL","Kota Bandung","Jawa Barat","ID",,"+62 22 82063696","Restoran",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gula%20Merah&query_place_id=ChIJddaVxdHnaC4Re3kde5iNAwY","Restoran"
"Wingstop - Cihampelas Bandung","4.5","577","No.155 B, Jl. Cihampelas","Kota Bandung","Jawa Barat","ID","https://wingstop.id/?y_source=1_MTAzMjYzMzEwNS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","+62 811-1910-8888","Restoran Hidangan Sayap Ayam","Restoran Masakan Ayam","Restoran",,,,,,,"https://www.google.com/maps/search/?api=1&query=Wingstop%20-%20Cihampelas%20Bandung&query_place_id=ChIJrZIgWMPnaC4RtSfQIHujKV0","Restoran Hidangan Sayap Ayam"
"Ramen 38 Sanpachi Mayfair","4.5","660","Mayfair, Jl. Sukajadi No.228 Lt.1","Kota Bandung","Jawa Barat","ID",,"+62 22 2036838","Restoran Ramen",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ramen%2038%20Sanpachi%20Mayfair&query_place_id=ChIJVVVVFb7maC4R4Y5C6Eghmco","Restoran Ramen"
"Warung Celup Seafood Bandung","4.4","1465","Jl. Terusan Cigadung No.12","Kota Bandung","Jawa Barat","ID",,"+62 895-6276-65741","Restoran Seafood",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Celup%20Seafood%20Bandung&query_place_id=ChIJo9ftKPnmaC4RANh4vXTQAqc","Restoran Seafood"
"Mie Gacoan Bandung - Paskal","4.6","7171","Jl. Pasir Kaliki No.181","Kota Bandung","Jawa Barat","ID",,"","Restoran Mie","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Bandung%20-%20Paskal&query_place_id=ChIJAeEMlLLnaC4Rm3s7hBwpIK8","Restoran Mie"
"Rumah Makan Sunda Bale Gazeeboe","4.1","774","Jl. Surapati No.49","Kota Bandung","Jawa Barat","ID",,"+62 22 2506716","Restoran Sunda","Rumah Makan","Restoran Masakan Perpaduan","Restoran Makanan Sehat","Restoran Ikan Bakar","Restoran","Restoran Sup",,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Sunda%20Bale%20Gazeeboe&query_place_id=ChIJ3xLW4rLnaC4R0YW8Jl98_u0","Restoran Sunda"
"Kue Westhoff Cafe","4.5","301","Jalan Terusan Sutami Setrasari Plaza","Kota Bandung","Jawa Barat","ID",,"+62 22 2006877","Toko Kue","Kedai Sarapan","Kafe","Restoran Keluarga","Restoran",,,,,"https://www.google.com/maps/search/?api=1&query=Kue%20Westhoff%20Cafe&query_place_id=ChIJJUVYXITmaC4RjiquEMRF-Mc","Toko Kue"
"KFC Setiabudi Bandung","4.4","6260","Jl. Dr. Setiabudi No.169","Kota Bandung","Jawa Barat","ID","https://kfcku.com/","+62 22 2005386","Restoran cepat saji","Restoran Masakan Ayam",,,,,,,,"https://www.google.com/maps/search/?api=1&query=KFC%20Setiabudi%20Bandung&query_place_id=ChIJffzQv5XmaC4R35401i63AEg","Restoran cepat saji"
"Bakso Rusuk Samanhudi Dago","4.5","2109","Jl. Ir. H. Juanda No.342b","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/baksorusuksamanhudi","+62 812-2344-8400","Restoran Bakso","Restoran Mie",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20Rusuk%20Samanhudi%20Dago&query_place_id=ChIJ86yw3-LmaC4RZE-Djao_2pk","Restoran Bakso"
"Wheels Coffee Roasters - Eyckman 32","4.8","4899","Jl. Prof. Eyckman No.32","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/wheelscoffeeroasters/","+62 812-2208-1402","Kedai Kopi","Kafe",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Wheels%20Coffee%20Roasters%20-%20Eyckman%2032&query_place_id=ChIJ7eOfFl3maC4REJDm-HhRb3s","Kedai Kopi"
"Lemper Purnama Bandung","4.7","36","Ruko Hotel NEO, Jl. Dipati Ukur No.72 A","Kota Bandung","Jawa Barat","ID",,"+62 818-0970-3100","Warung Makanan Kecil",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lemper%20Purnama%20Bandung&query_place_id=ChIJcZiEE1TmaC4RsjZKAjVXVsg","Warung Makanan Kecil"
"Waroeng Steak & Shake Dipatiukur","4.4","5402","Jl. Dipati Ukur No.63","Kota Bandung","Jawa Barat","ID","http://waroengsteakandshake.com/","","Restoran Steak",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Waroeng%20Steak%20%26%20Shake%20Dipatiukur&query_place_id=ChIJnV4fJVTmaC4R63rzTYee6mQ","Restoran Steak"
