"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","url","categoryName"
"Briwash Laundry Express - Cihampelas (Laundry Antar Jemput Bandung)","4.9","1467","Jl. Cihampelas No.193 A","Kota Bandung","Jawa Barat","ID","http://briwashcihampelas.com/","+62 811-2008-1011","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Briwash%20Laundry%20Express%20-%20Cihampelas%20(Laundry%20Antar%20Jemput%20Bandung)&query_place_id=ChIJm83ctkHnaC4RXQZ_gOAj3Hk","Layanan Binatu"
"FB Salon","4.8","106","Jl. AH. Nasution No.33","Kota Bandung","Jawa Barat","ID",,"+62 896-5535-3950","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=FB%20Salon&query_place_id=ChIJgQZul4rnaC4R4lyoKBzClpU","Salon Kecantikan"
"RizQ Fast Laundry","5","1","JL. Sekepeer No 7 Rt 03/04","Kota Bandung","Jawa Barat","ID",,"+62 822-4676-7564","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=RizQ%20Fast%20Laundry&query_place_id=ChIJR6ynPaCanGkRJJXCAV1KgE0","Layanan Binatu"
"Bubuwash Laundry","5","106","Perumahan Grand Panoramic, Jl. Pasir Impun Ruko R-0","Kota Bandung","Jawa Barat","ID",,"+62 811-2443-804","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bubuwash%20Laundry&query_place_id=ChIJadzQOwDdaC4RiylB5ChifjU","Binatu"
"Lion Parcel POS PADASUKA","4.1","8","Jl. Padasuka No.133","Kota Bandung","Jawa Barat","ID",,"+62 818-0913-3081","Jasa Pengiriman",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lion%20Parcel%20POS%20PADASUKA&query_place_id=ChIJxT5YEFXnaC4REabzS8-PbGw","Jasa Pengiriman"
"La Maison Salon Bandung","4.9","341","Jl. Dr. Setiabudi No.49","Kota Bandung","Jawa Barat","ID",,"+62 811-2435-758","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=La%20Maison%20Salon%20Bandung&query_place_id=ChIJa4QZPaD7aC4RoLDlT15Ki1o","Salon Kecantikan"
"TIKI Agen Sindanglaya","3.4","5","Jl. Raya Sindanglaya No.194, RW.32","Kota Bandung","Jawa Barat","ID",,"+62 21 4704979","Jasa Kurir",,,,,,,,"https://www.google.com/maps/search/?api=1&query=TIKI%20Agen%20Sindanglaya&query_place_id=ChIJGYQkl2LdaC4RC_eUyH5sp3Y","Jasa Kurir"
"Wahana Express Prestasi Logistik, PT","4.5","4","KOMPLEK SURAPATI CORE","Kota Bandung","Jawa Barat","ID","http://www.wahana.com/","","Layanan Logistik","Jasa Kurir","Perusahaan Ekspedisi",,,,,,"https://www.google.com/maps/search/?api=1&query=Wahana%20Express%20Prestasi%20Logistik%2C%20PT&query_place_id=ChIJyXX6nJHnaC4Ro1hKNlQk5k4","Layanan Logistik"
"BJS Cargo Bandung","4.7","14","Jl. Cisaranten Wetan No.18 rt03, RW.03","Kota Bandung","Jawa Barat","ID",,"+62 817-0308-8875","Jasa Pengiriman",,,,,,,,"https://www.google.com/maps/search/?api=1&query=BJS%20Cargo%20Bandung&query_place_id=ChIJ_ehT6rLCaC4RqCj23axWO0s","Jasa Pengiriman"
"Nayla Salon Muslimah","4.7","402",,"Kota Bandung","Jawa Barat","ID",,"+62 811-2233-4863","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nayla%20Salon%20Muslimah&query_place_id=ChIJ-8s8xmjdaC4RbeUxBCM4USc","Salon Kecantikan"
"Seven the Salon SG | Kerastase Salon Bandung","4.9","435","Jl. Sirnagalih No.22","Kota Bandung","Jawa Barat","ID",,"+62 819-7708-8777","Salon Kecantikan","Salon bulu mata","Salon Kuku","Penata Rambut",,,,,"https://www.google.com/maps/search/?api=1&query=Seven%20the%20Salon%20SG%20%7C%20Kerastase%20Salon%20Bandung&query_place_id=ChIJGTqiif_naC4RiKi_LmSAW0A","Salon Kecantikan"
"J&T CARGO BDO020A - Bandung Timur","3","23","Jl. Nagrog","Kota Bandung","Jawa Barat","ID",,"+62 896-7588-8851","Jasa Kurir",,,,,,,,"https://www.google.com/maps/search/?api=1&query=J%26T%20CARGO%20BDO020A%20-%20Bandung%20Timur&query_place_id=ChIJlU1xJ7ndaC4REFtwBYJkuBo","Jasa Kurir"
"Suria Jaya Cargo Bandung","5","1","Jl. Bungursari I No.19","Kota Bandung","Jawa Barat","ID","https://linktr.ee/suriajayacargo.bandung","+62 813-1247-8721","Jasa Pengiriman Kargo",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Suria%20Jaya%20Cargo%20Bandung&query_place_id=ChIJIQhSU5jnaC4RNmegBm4-BEw","Jasa Pengiriman Kargo"
"Jasa angkutan pindahan barang A team","5","4","Jl. BBK Sukatma No.61A 210 A","Kota Bandung","Jawa Barat","ID",,"+62 812-2466-7305","Jasa Kurir",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jasa%20angkutan%20pindahan%20barang%20A%20team&query_place_id=ChIJE7sENbXnaC4Rdu5e5y0OFyU","Jasa Kurir"
"Lexindo","3.4","5","Jl. Khp Hasan Mustopa No.39","Kota Bandung","Jawa Barat","ID",,"+62 22 5223545","Jasa Kurir",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lexindo&query_place_id=ChIJPd0I3pPnaC4RiR9JjmFSJFA","Jasa Kurir"
"PENGIRIMAN PAKET, DOKUMEN, MOTOR INDAH YATAMA AIR CARGO PRIORITAS CABANG PASAR LEUWI PANJANG KOTA BANDUNG",,,"PASAR LEUWI PANJANG, Blk. B No.14 Lt 2","Kota Bandung","Jawa Barat","ID",,"+62 821-2665-0961","Jasa Pengiriman Kargo",,,,,,,,"https://www.google.com/maps/search/?api=1&query=PENGIRIMAN%20PAKET%2C%20DOKUMEN%2C%20MOTOR%20INDAH%20YATAMA%20AIR%20CARGO%20PRIORITAS%20CABANG%20PASAR%20LEUWI%20PANJANG%20KOTA%20BANDUNG&query_place_id=ChIJbzicirHdaC4RkRqwDcjF8Po","Jasa Pengiriman Kargo"
"expedisi","5","2","3MVP+49V, Jl. AH. Nasution","Kota Bandung","Jawa Barat","ID",,"","Jasa Pengiriman Kargo",,,,,,,,"https://www.google.com/maps/search/?api=1&query=expedisi&query_place_id=ChIJxcbAJbvdaC4RwajF8AUmdX0","Jasa Pengiriman Kargo"
"Sicepat Point (Droper HTC ACC Bandung)","5","1","Jl. Cigiringsing No.12, RT.06/RW.04","Kota Bandung","Jawa Barat","ID","https://www.sicepat.com/","+62 21 30205059","Jasa Pengiriman",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sicepat%20Point%20(Droper%20HTC%20ACC%20Bandung)&query_place_id=ChIJh0m82_3daC4RoiYLhxmJcYI","Jasa Pengiriman"
"Seven the Salon | Kerastase Salon Bandung (Hijab & VIP Room)","4.9","1010","Jl. Jawa No.3","Kota Bandung","Jawa Barat","ID",,"+62 819-9277-0077","Salon Rambut","Salon Kecantikan","Salon Kuku",,,,,,"https://www.google.com/maps/search/?api=1&query=Seven%20the%20Salon%20%7C%20Kerastase%20Salon%20Bandung%20(Hijab%20%26%20VIP%20Room)&query_place_id=ChIJy4lJGWrnaC4RpQ7tpxrRRCs","Salon Rambut"
"Indo Express Bandung 2","4","4","Komplek Griya Winaya Jalan Winaya Agung II Kavling B8 No 30","Kota Bandung","Jawa Barat","ID","https://indoexpress.com.hk/","+62 821-2041-6320",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Indo%20Express%20Bandung%202&query_place_id=ChIJCVXydkLdaC4RI0-Z4E47o_4",
"Lie Tulip","5","335","Seberang Perumahan Taman Sari","Kota Bandung","Jawa Barat","ID",,"+62 817-613-633","Salon Kecantikan","Kursus","Salon Rambut","Butik Mode Adibusana","Perias","Klinik Perawatan Kulit","Layanan penyewaan gaun pernikahan","Jasa Pernikahan","https://www.google.com/maps/search/?api=1&query=Lie%20Tulip&query_place_id=ChIJu1cTy3bdaC4RDjqPgAn3GH4","Salon Kecantikan"
"PRAINDO EXPRESS CABANG BANDUNG","5","1","Gg. Bukatanah I No.12 RT/RW 01/07","Kota Bandung","Jawa Barat","ID",,"+62 812-9448-0278","Jasa Pengiriman Kargo",,,,,,,,"https://www.google.com/maps/search/?api=1&query=PRAINDO%20EXPRESS%20CABANG%20BANDUNG&query_place_id=ChIJUWLM3_ndaC4RxHbrPip4IYI","Jasa Pengiriman Kargo"
"DAM LOGISTICS & CARGO BANDUNG TIMUR","5","1","Jl. AH. Nasution No.304-302","Kota Bandung","Jawa Barat","ID",,"+62 831-4243-5953","Jasa Pengiriman Kargo",,,,,,,,"https://www.google.com/maps/search/?api=1&query=DAM%20LOGISTICS%20%26%20CARGO%20BANDUNG%20TIMUR&query_place_id=ChIJf0H4mPXdaC4R3vHwE67KG3E","Jasa Pengiriman Kargo"
"Lion Parcel Sindang Jaya","4.9","11","Jl. Arcamanik No.8","Kota Bandung","Jawa Barat","ID",,"+62 811-8130-222","Jasa Pengiriman",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lion%20Parcel%20Sindang%20Jaya&query_place_id=ChIJURWLNKHdaC4RtwhfuHoc_Bw","Jasa Pengiriman"
"Sentral Cargo Bandung Timur","4.2","71","Jl. Ujungberung No.57","Kota Bandung","Jawa Barat","ID","http://sentralcargo.co.id/","+62 21 6303456","Jasa Pengiriman Kargo","Perusahaan Ekspedisi","Jasa Pengiriman",,,,,,"https://www.google.com/maps/search/?api=1&query=Sentral%20Cargo%20Bandung%20Timur&query_place_id=ChIJJeS2BV3daC4RThXDdMZtlP0","Jasa Pengiriman Kargo"
"NyuciNyuci Laundry","5","1",,,,,,"+62 858-6203-3992","Binatu","Service establishment",,,,,,,"https://www.google.com/maps/search/?api=1&query=NyuciNyuci%20Laundry&query_place_id=ChIJEa7K-GLKwAIR8v0gRUyOopg","Binatu"
"Home Laundry","3.5","11","Jl. Padasuka No.77","Kota Bandung","Jawa Barat","ID",,"+62 896-5661-3113","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Home%20Laundry&query_place_id=ChIJVaIjXZDnaC4RGwkdcqAUf5M","Layanan Binatu"
"Razata Laundry Padasuka","3.4","9","Jl. Padasuka No.73A","Kota Bandung","Jawa Barat","ID",,"+62 851-5822-4646","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Razata%20Laundry%20Padasuka&query_place_id=ChIJtV18XJDnaC4RPEdQTJEfRvA","Layanan Binatu"
"KILAU Laundry","4","4","Komplek Perkantoran Bandung City View, II R13","Kota Bandung","Jawa Barat","ID",,"","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=KILAU%20Laundry&query_place_id=ChIJJZQcLA_daC4R8ERMAXPUZTw","Layanan Binatu"
"Polar Printing Sucore","4.5","329","Jl. Khp Hasan Mustopa No.1 Blk F","Kota Bandung","Jawa Barat","ID","https://polardigital.net/","+62 22 87242688","Toko Percetakan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Polar%20Printing%20Sucore&query_place_id=ChIJuQ_m5JPnaC4RCDRGCm2ITDY","Toko Percetakan"
"Methwild Laundry","5","1","Jl. Sirnagalih No.15","Kota Bandung","Jawa Barat","ID",,"+62 831-2956-0867","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Methwild%20Laundry&query_place_id=ChIJfdxHdADnaC4RRgmE8YrAWh0","Layanan Binatu"
"Laundry & jasa setrika.sinona",,,,,,,,"+62 822-2811-3961","Binatu","Service establishment",,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20%26%20jasa%20setrika.sinona&query_place_id=ChIJGeaR-T7InKIRZj9ia3_IiD4","Binatu"
"Akusara Laundry","5","4","Jl. BBK Sukatma No.11","Kota Bandung","Jawa Barat","ID",,"+62 877-1999-8632","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Akusara%20Laundry&query_place_id=ChIJzZm02F_naC4RrYJYZUqI_4E","Layanan Binatu"
"Arin Laundry","5","6","4M26+F23, Jl. Cicabe","Kota Bandung","Jawa Barat","ID",,"+62 896-0811-7357","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Arin%20Laundry&query_place_id=ChIJvYvkQyjnaC4R5Beu4bfXocA","Layanan Binatu"
"MASIF Barber House","5","611","Jl. Moch. Toha No.157","Kota Bandung","Jawa Barat","ID","http://masifsalon.com/","+62 812-2777-7615","Tempat Cukur Rambut","Salon Rambut",,,,,,,"https://www.google.com/maps/search/?api=1&query=MASIF%20Barber%20House&query_place_id=ChIJk_LE2PzpaC4RejOngBzquoI","Tempat Cukur Rambut"
"Packing kayu paket bandung","5","30","Jl. Dr. Setiabudi No.64","Kota Bandung","Jawa Barat","ID",,"+62 822-4033-8969","Perusahaan Pengemasan","Jasa Pengiriman Kargo","Jasa Pengiriman",,,,,,"https://www.google.com/maps/search/?api=1&query=Packing%20kayu%20paket%20bandung&query_place_id=ChIJP4pcZrfnaC4R3Pe-KMSzMBc","Perusahaan Pengemasan"
"SINAR EXPRESS BANDUNG",,,"Jl. Dr. Djunjunan No.69","Kota Bandung","Jawa Barat","ID","https://www.facebook.com/sinar.ekspress","+62 811-1990-5376","Jasa Pengiriman",,,,,,,,"https://www.google.com/maps/search/?api=1&query=SINAR%20EXPRESS%20BANDUNG&query_place_id=ChIJW0BAUVbnaC4RmsRC6bSvdpw","Jasa Pengiriman"
"TIKI Agen Darul Tauhid","2.8","4","Jl. Gegerkalong Girang No.161","Kota Bandung","Jawa Barat","ID",,"+62 22 2018502","Jasa Kurir",,,,,,,,"https://www.google.com/maps/search/?api=1&query=TIKI%20Agen%20Darul%20Tauhid&query_place_id=ChIJSV--XLzmaC4R_xhTcnXnjDo","Jasa Kurir"
"Wahana express sukasenang",,,"Jl. Sukasenang II No.3","Kota Bandung","Jawa Barat","ID",,"+62 858-1377-3199","Jasa Kurir",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Wahana%20express%20sukasenang&query_place_id=ChIJ9_zZwBTnaC4RiGQshTPI7SE","Jasa Kurir"
"Barber Shop D & S","4.2","54","Jl. Purwakarta No.40","Kota Bandung","Jawa Barat","ID",,"+62 22 7200417","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Barber%20Shop%20D%20%26%20S&query_place_id=ChIJWdTOau_naC4RBnSKmkKLYR8","Tempat Cukur Rambut"
"Laundry Zone - Bandung","5","1","Jl. Padasuka No.8","Kota Bandung","Jawa Barat","ID",,"+62 22 4265098","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20Zone%20-%20Bandung&query_place_id=ChIJzaJ4c5HnaC4RuNjD2nSJysk","Layanan Binatu"
"Agen Wahana Express Bursa Buku Ganesha","4","2","Jl. Gelap Nyawang.5A Lt. Atas","Kota Bandung","Jawa Barat","ID","https://www.wahana.com/","+62 858-6060-8039","Jasa Pengiriman",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Agen%20Wahana%20Express%20Bursa%20Buku%20Ganesha&query_place_id=ChIJQzPXJAbnaC4RGgRUC7mgjSA","Jasa Pengiriman"
"LAUNDRY-GOO","5","2","Jl. Jatihandap No.08","Kota Bandung","Jawa Barat","ID",,"+62 877-7079-1389","Binatu Cucian Kering","Toko Olahan Susu",,,,,,,"https://www.google.com/maps/search/?api=1&query=LAUNDRY-GOO&query_place_id=ChIJm4JSd7XnaC4RMyUm6hlxcAs","Binatu Cucian Kering"
"Doel Laundry Bandung","5","1","Jl. Lahan Jati No.10","Kabupaten Bandung","Jawa Barat","ID",,"+62 877-2402-1086","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Doel%20Laundry%20Bandung&query_place_id=ChIJZb7E6nPdaC4RJl6Tm4-hmw4","Binatu"
"SADAYA EXPRESS HEAD OFFICE BANDUNG","3.8","6","Baltos Jl. Tamansari No.2","Kota Bandung","Jawa Barat","ID",,"","Jasa Pengiriman",,,,,,,,"https://www.google.com/maps/search/?api=1&query=SADAYA%20EXPRESS%20HEAD%20OFFICE%20BANDUNG&query_place_id=ChIJT-CwTgDnaC4Rs7oQqTVSJCY","Jasa Pengiriman"
"porter Bandung",,,"Jl. Dago Barat No.18 rt 08/05","Kota Bandung","Jawa Barat","ID",,"+62 811-2002-131","Jasa Kurir",,,,,,,,"https://www.google.com/maps/search/?api=1&query=porter%20Bandung&query_place_id=ChIJrdYCUHbnaC4Rkgy2nko1Vz4","Jasa Kurir"
"IGUANA HOME SHOP BANDUNG REPTILE VILLAGE","5","5","4J2W+6P4, Gg. Neglasari Utara","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/reptilevillage84?utm_source=qr&igsh=MXVlOGttMnM2dWlhbQ==","+62 812-2254-8936","Jasa pengiriman hewan peliharaan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=IGUANA%20HOME%20SHOP%20BANDUNG%20REPTILE%20VILLAGE&query_place_id=ChIJDZcZMADnaC4Rt2RsItQxCpg","Jasa pengiriman hewan peliharaan"
"AGEN BRILINK PORTRAIT","5","1","Jl. Gegerkalong Girang No.29","Kota Bandung","Jawa Barat","ID",,"+62 812-2339-9889","Jasa Kurir",,,,,,,,"https://www.google.com/maps/search/?api=1&query=AGEN%20BRILINK%20PORTRAIT&query_place_id=ChIJs3Y9m73naC4Rc8K2-kp59Ns","Jasa Kurir"
"Pos Lion Parcel Dipatiukur (Teuku Umar) POS18958","5","1","Jl. Teuku Umar No.38, RT.002/RW.010","Kota Bandung","Jawa Barat","ID","https://www.lionparcel.com/","+62 895-8022-07414","Jasa Pengiriman","Layanan E-Niaga","Jasa Pengiriman Kargo","Layanan Logistik","Layanan Surat","Gudang",,,"https://www.google.com/maps/search/?api=1&query=Pos%20Lion%20Parcel%20Dipatiukur%20(Teuku%20Umar)%20POS18958&query_place_id=ChIJdbrKxh7naC4R9pXW0S0YShQ","Jasa Pengiriman"
"PT 4848 IRAWAN SARPINGI","4.8","16","Jl. Cipedes Tengah No.196","Kota Bandung","Jawa Barat","ID",,"+62 22 2004848","Jasa Kurir","Layanan Taksi",,,,,,,"https://www.google.com/maps/search/?api=1&query=PT%204848%20IRAWAN%20SARPINGI&query_place_id=ChIJZc00zo7maC4RPJyrw-ahupA","Jasa Kurir"
"AGEN JNE CIUMBULEUIT","3.9","164","Jl. Ciumbuleuit No.47","Kota Bandung","Jawa Barat","ID","http://www.jne.co.id/","+62 897-9294-000","Jasa Kurir",,,,,,,,"https://www.google.com/maps/search/?api=1&query=AGEN%20JNE%20CIUMBULEUIT&query_place_id=ChIJi5ofc-7maC4RenRe7xhaC-4","Jasa Kurir"
"PPOB SBPAYS ZAINAB dan Agen Kurir",,,"Jl. Sukamantri II No.222H, RT.002/RW.002","Kota Bandung","Jawa Barat","ID",,"+62 895-3555-24501","Jasa Kurir",,,,,,,,"https://www.google.com/maps/search/?api=1&query=PPOB%20SBPAYS%20ZAINAB%20dan%20Agen%20Kurir&query_place_id=ChIJ7xidv4DnaC4RwHWxBI4VOGk","Jasa Kurir"
"CEMPAKA LAUNDRY","5","2","3MXJ+P7G, Jl. Arcamanik","Kabupaten Bandung","Jawa Barat","ID",,"+62 821-2800-1190","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=CEMPAKA%20LAUNDRY&query_place_id=ChIJ87auaADdaC4RUTDg9iT6Scs","Layanan Binatu"
"AGEN WAHANA EXPRESS CIBEUNYING PERMAI, BANDUNG","3.9","67","Jl. Cibeunying Permai I No.14","Kota Bandung","Jawa Barat","ID","https://www.wahana.com/","","Layanan Logistik",,,,,,,,"https://www.google.com/maps/search/?api=1&query=AGEN%20WAHANA%20EXPRESS%20CIBEUNYING%20PERMAI%2C%20BANDUNG&query_place_id=ChIJwadmnKnnaC4RZHum5arrLS8","Layanan Logistik"
"Papa's Laundry bandung","4.5","15","Jalan Pasir Impun No.38 Pasir Impun Kecamatan Mandalajati Depan kantor","Kota Bandung","Jawa Barat","ID",,"+62 838-7788-8881","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Papa's%20Laundry%20bandung&query_place_id=ChIJB4WaIWTdaC4RLja9yVQedCI","Binatu"
"BENGRAS EXPRESS LAUNDRY COIN","4.9","55","SAMPING YOMART PANORAMIC, Jl. Pasir Impun, RT.01/RW.12","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/bengras.laundrycoin?igsh=MWdwZ3BkemJ2eW8xMw==","+62 821-3428-9085","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=BENGRAS%20EXPRESS%20LAUNDRY%20COIN&query_place_id=ChIJw_i2AqHdaC4RLIRaDafWOR4","Binatu"
"Sicepet express bandung cs",,,"3JXM+XH4 Alamat sicepet, Jl. Simpang Pahlawan III","Kota Bandung","Jawa Barat","ID",,"+62 878-8587-3770","Jasa Pengiriman",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sicepet%20express%20bandung%20cs&query_place_id=ChIJd6BX7fznaC4R7F5sg03zA78","Jasa Pengiriman"
"Sicepat Point (Droper Dyfa Bandung)",,,"Jl. Mulyasari No.51","Kota Bandung","Jawa Barat","ID","https://www.sicepat.com/","+62 21 30205050","Jasa Pengiriman",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sicepat%20Point%20(Droper%20Dyfa%20Bandung)&query_place_id=ChIJkyai5WXnaC4RVkH0DadGZ4U","Jasa Pengiriman"
"JNE Cihampelas 1","4.2","62","Jl. Cihampelas No.244","Kota Bandung","Jawa Barat","ID",,"+62 21 29278888","Jasa Kurir",,,,,,,,"https://www.google.com/maps/search/?api=1&query=JNE%20Cihampelas%201&query_place_id=ChIJ1Vlwf1vmaC4Ry4UE8cns3GI","Jasa Kurir"
"Laundry BAR cuci sofa Bandung","5","53","Jl. Bumi Pasundan No.167","Kota Bandung","Jawa Barat","ID","https://laundrybar.myscalev.com/lplaundrybar","+62 812-2032-8002","Binatu","Layanan Binatu",,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20BAR%20cuci%20sofa%20Bandung&query_place_id=ChIJP8KUxHpXby4R83p-N4YAjLs","Binatu"
"Pangkas Rambut Yana","4.4","97","Jalan Karapitan No. 23, Burangrang, Lengkong","Kota Bandung","Jawa Barat","ID",,"+62 813-2156-3466","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pangkas%20Rambut%20Yana&query_place_id=ChIJ1YvQsCvmaC4RJtTPDbhVJT8","Tempat Cukur Rambut"
"BarberShop Moody'st","3.9","14","Jl. Riung Tineung No.23","Kota Bandung","Jawa Barat","ID",,"","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=BarberShop%20Moody'st&query_place_id=ChIJx5Lf0fPDaC4R36M7TJIhxQ0","Tempat Cukur Rambut"
"Abacus Barbershop","4.9","58",,"Kota Bandung","Jawa Barat","ID","https://www.instagram.com/abacusbarbershop/","+62 855-5976-1291","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Abacus%20Barbershop&query_place_id=ChIJGQ_fhSLnaC4Rpcvkj3deZrc","Tempat Cukur Rambut"
"TGTrans","5","2","Jalan Hj. Saodah No.57, Jatihandap, Mandala Jati","Kota Bandung","Jawa Barat","ID",,"+62 853-2068-6690","Jasa Pengiriman Kargo","Layanan pindahan",,,,,,,"https://www.google.com/maps/search/?api=1&query=TGTrans&query_place_id=ChIJPS6DBY_naC4RoqiU60B4g_Q","Jasa Pengiriman Kargo"
"Junior Barbershop","5","12","Jl. Burangrang No.3","Kota Bandung","Jawa Barat","ID",,"+62 877-5408-2093","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Junior%20Barbershop&query_place_id=ChIJ8dijMADnaC4R9L1_paMynvY","Tempat Cukur Rambut"
"Gwash Laundry Express","4.7","108","Jl. Pasir Impun No.2","Kota Bandung","Jawa Barat","ID",,"+62 811-2399-194","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gwash%20Laundry%20Express&query_place_id=ChIJsze6suTdaC4RHoBxGNeIA0U","Binatu"
"Sigma.Barbershop","4.4","71","Jl. Gegerkalong Tengah Gang tembusan ke KPAD No.7","Kota Bandung","Jawa Barat","ID","http://www.instagram.com/Sigma.barbershop","+62 857-1101-0406","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sigma.Barbershop&query_place_id=ChIJz4OtAu7naC4RJ6PQksFn0wk","Tempat Cukur Rambut"
"kabin Barbershop",,,"Jl Citepus 3 no.2 Rt 005 Rw 010.kecamatan Cicendo","Kota Bandung","Jawa Barat","ID",,"+62 888-8234-744","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=kabin%20Barbershop&query_place_id=ChIJC56_RSbnaC4Rze0uv8FTHIQ","Tempat Cukur Rambut"
"Id Express AH Nasution","2.5","33","Jl. AH. Nasution No.152","Kota Bandung","Jawa Barat","ID",,"+62 822-1870-9317","Jasa Kurir",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Id%20Express%20AH%20Nasution&query_place_id=ChIJXXQn9WfdaC4RZNaTE5vLBxE","Jasa Kurir"
"JNE Pasir Layung","4.3","120","Jl. Jatihandap No.260, RT.06/RW.08 Kel","Kota Bandung","Jawa Barat","ID",,"+62 811-2030-344","Jasa Kurir",,,,,,,,"https://www.google.com/maps/search/?api=1&query=JNE%20Pasir%20Layung&query_place_id=ChIJd-rXt_nnaC4RWHJa6EIiiKM","Jasa Kurir"
"BARBER STATION DU","4","40","Jl. Dipati Ukur No.92","Kota Bandung","Jawa Barat","ID",,"","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=BARBER%20STATION%20DU&query_place_id=ChIJ92lDOHznaC4RALxLj7d6z4U","Tempat Cukur Rambut"
"FAJAR STONES BARBERSHOP","4.6","5","Jl. Cikutra Barat No.131-141","Kota Bandung","Jawa Barat","ID","https://tr.ee/UZYwQ2","+62 857-6425-7589","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=FAJAR%20STONES%20BARBERSHOP&query_place_id=ChIJsewV-avnaC4R81ZBhWwBHoY","Tempat Cukur Rambut"
"KRONIK Barbershop","4.6","221","Jl. Bukit Indah No.105c 166a, RW.Ciumbuleuit","Kota Bandung","Jawa Barat","ID","https://kronik.id/","+62 896-6008-6600","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=KRONIK%20Barbershop&query_place_id=ChIJk32jKOzmaC4RdvBwlD3MuIQ","Tempat Cukur Rambut"
"HEADCORE BARBERSHOP","4.8","65","Jl. Terusan Tubagus Ismail Raya No.1c","Kota Bandung","Jawa Barat","ID",,"","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=HEADCORE%20BARBERSHOP&query_place_id=ChIJ_9MFQrLnaC4RDCrnASlx-Bo","Tempat Cukur Rambut"
