"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"Elang garage","5","1","4M2F+M86, Jl. Abah Sastra","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Elang%20garage&query_place_id=ChIJb3wAYE7daC4RZGfwo0E6g3k","Bengkel Sepeda Motor"
"SERVICE Laptop Komputer","5","84","Jl. Cisitu Baru No.30","Kota Bandung","Jawa Barat","ID",,"+62 813-9432-0790","Servis Komputer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SERVICE%20Laptop%20Komputer&query_place_id=ChIJNx0ytS7naC4RfLZX193A90M","Servis Komputer"
"NN Sparepart Motor Suzuki","5","8","4M2P+W98, Unnamed Road","Kota Bandung","Jawa Barat","ID",,"+62 896-5662-1789","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=NN%20Sparepart%20Motor%20Suzuki&query_place_id=ChIJ_c1stuDdaC4RlkJP5A77UDY","Bengkel Sepeda Motor"
"Planet Ban Cikutra Barat Sadang serang","4.5","365","Jl. Cikutra Barat, RT.006/RW.19, Kelurahan :, Coblong","Kota Bandung","Jawa Barat","ID","https://lokasi.planetban.com/planet-ban-cikutra-barat-sadang-serang-motorcycle-repair-shop-coblong-bandung-389640/Home?utm_source=locator&utm_medium=googleplaces","+62 817-0006-055","Bengkel Sepeda Motor","Bengkel Motor Skuter","Toko Suku Cadang Motor","Layanan ban","Toko Ban",,,,,,"https://www.google.com/maps/search/?api=1&query=Planet%20Ban%20Cikutra%20Barat%20Sadang%20serang&query_place_id=ChIJE5K1HpjnaC4RF6VH15Bq4kw","Bengkel Sepeda Motor"
"Jaya Bor Bandung","5","4","Jl.Dr.DJungjunan Dalam 4, Pasteur, Belakang Griya Pasteur","Kota Bandung","Jawa Barat","ID",,"+62 821-1903-9442","Bengkel Mesin Diesel","Bengkel Bubut","Bengkel Mesin","Toko Peralatan Las",,,,,,,"https://www.google.com/maps/search/?api=1&query=Jaya%20Bor%20Bandung&query_place_id=ChIJvV6Yt3nnaC4Rses6Ghaajzs","Bengkel Mesin Diesel"
"bengkel pangilan bandung","5","2","Jl. Gunung Kareumbi No.2A","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=bengkel%20pangilan%20bandung&query_place_id=ChIJKe3tKgDnaC4RSSlI_gjWPoQ","Bengkel Sepeda Motor"
"Jumper aki mobil panggilan bandung","5","1","Jl. Bbk. Jeruk III A No.10","Kota Bandung","Jawa Barat","ID",,"+62 822-9597-7966","Toko Aki Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jumper%20aki%20mobil%20panggilan%20bandung&query_place_id=ChIJ0w1mt6DnaC4RU_MDrcuLu5Y","Toko Aki Mobil"
"BENGKEL MOBIL PUTRA MANDIRI","3.7","3","Jalan sangkuriang bawah rt. 005 rw. 013 kel. Dago","Kota Bandung","Jawa Barat","ID",,"","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BENGKEL%20MOBIL%20PUTRA%20MANDIRI&query_place_id=ChIJEdHhZmPnaC4Rco_4XJXxz3M","Bengkel Mobil"
"Poles Mobil Bandung",,,,,,,"http://www.youtube.com/@Polesmobilaman","+62 853-1408-9855","Bengkel Mobil","Service establishment",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Poles%20Mobil%20Bandung&query_place_id=ChIJG7-vv1bnaC4RLRlD1hAn-0E","Bengkel Mobil"
"Motor klasik Bandung",,,"Jl. Cihampelas Gg. Margalaksana No.34, RT.03/RW.09","Kota Bandung","Jawa Barat","ID",,"+62 831-1314-0444","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Motor%20klasik%20Bandung&query_place_id=ChIJMywAEwDnaC4RQcZZYoUrYDQ","Bengkel Sepeda Motor"
"Wijaya Toyota Dago","4.6","980","Jl. Ir. H. Juanda No.131","Kota Bandung","Jawa Barat","ID","http://infodago.wijayatoyota.co.id/","+62 22 2500010","Dealer Toyota",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Wijaya%20Toyota%20Dago&query_place_id=ChIJPVVVFR5cZS4ROzEr3A0WxGo","Dealer Toyota"
"Galaxy computer",,,"Balubur Town Square Lantai D1 Blok R-10, Jl. Taman Sari, Tamansari, Bandung Wetan","Kota Bandung","Jawa Barat","ID",,"+62 813-2103-8083","Servis Komputer","Toko Komputer",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Galaxy%20computer&query_place_id=ChIJlX54Q0XmaC4RsPf1kN6fdLs","Servis Komputer"
"Eradica Farma","4.3","32","Jl. AH. Nasution No.138B","Kota Bandung","Jawa Barat","ID",,"+62 22 7219887","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Eradica%20Farma&query_place_id=ChIJZSyHYl3daC4Rx28K5ftu984","Apotek"
"Pusat Ban RVN","4.3","162","Jl. Cikutra Barat No.98","Kota Bandung","Jawa Barat","ID",,"+62 812-2282-0242","Toko Ban",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pusat%20Ban%20RVN&query_place_id=ChIJA-eJzq7naC4RHx_LxvHTs4w","Toko Ban"
"Bengkel Cat Mobil",,,"Jl. Khp Hasan Mustopa No.125","Kota Bandung","Jawa Barat","ID",,"+62 813-1290-1201","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Cat%20Mobil&query_place_id=ChIJswl8rxjnaC4ROE7MkUz-ACA","Bengkel Mobil"
"Sinar Motor","4","74","Jalan TBS. Ismail No.1 A","Kota Bandung","Jawa Barat","ID",,"+62 882-1838-8499","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sinar%20Motor&query_place_id=ChIJBedu86rnaC4R9ymwGzNOnvM","Bengkel Sepeda Motor"
"Montir mobil panggilan 24 jam bandung Jawa barat , DAP AUTO CAR","4.9","166","Jl. Dr. Setiabudi No.41","Kota Bandung","Jawa Barat","ID","http://www.montirmobil24jambandung.com/","+62 895-3348-39472","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Montir%20mobil%20panggilan%2024%20jam%20bandung%20Jawa%20barat%20%2C%20DAP%20AUTO%20CAR&query_place_id=ChIJsYLLhN3laC4RSbZ1pS4lToI","Bengkel Mobil"
"Dewa Motor Indonesia - Cikutra Barat, Bandung","5","9","Jl. Cikutra Barat No.123","Kota Bandung","Jawa Barat","ID","https://dewamotor.com/","","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dewa%20Motor%20Indonesia%20-%20Cikutra%20Barat%2C%20Bandung&query_place_id=ChIJncxpbgDnaC4R2aEdmaGofSo","Bengkel Sepeda Motor"
"Irgi Motor Bandung ( Mekanik Motor Panggilan)","4","9","Jl. Cipaku I No.14","Kota Bandung","Jawa Barat","ID",,"+62 853-1409-7395","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Irgi%20Motor%20Bandung%20(%20Mekanik%20Motor%20Panggilan)&query_place_id=ChIJ_17yWj3naC4RGvZxlcVNaA0","Bengkel Sepeda Motor"
"Alietcomp .:SFTWRHS:. BDG","5","2","Gg. Cikondang II No.1","Kota Bandung","Jawa Barat","ID",,"","Toko Software Komputer","Toko Komputer","Toko Komputer Bekas",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Alietcomp%20.%3ASFTWRHS%3A.%20BDG&query_place_id=ChIJRaFfIK_naC4R58RZh13_dSQ","Toko Software Komputer"
"Makmur Jaya Motor","5","27","Jl. PHH Mustofa No129 B, Cibeunying Kaler","Kota Bandung","Jawa Barat","ID",,"+62 878-2132-1479","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Makmur%20Jaya%20Motor&query_place_id=ChIJ_SVF0ZXnaC4RT9ecJ93weGc","Bengkel Sepeda Motor"
"Fen Motor 52","4.5","34","Jl. Pelesiran No.52","Kota Bandung","Jawa Barat","ID",,"+62 813-2279-7767","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fen%20Motor%2052&query_place_id=ChIJGz8FHVvmaC4R-3biWAQyHdE","Bengkel Sepeda Motor"
"Tempat Service Macbook iPhone","5","23","Balubur Town Square","BALTOS","Jawa Barat","ID","https://hyiostore.com/","+62 821-2909-4558","Toko Reparasi Elektronik","Servis Komputer","Toko Komputer",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tempat%20Service%20Macbook%20iPhone&query_place_id=ChIJMb-94nrnaC4RF7Vx2qAhTYo","Toko Reparasi Elektronik"
"Planet Ban Jalan Cemara Pasteur","4.3","98","Jl. Cemara No.58 RT/RW 03/01","Kota Bandung","Jawa Barat","ID","https://lokasi.planetban.com/planet-ban-jalan-cemara-pasteur-motorcycle-repair-shop-sukajadi-bandung-393939/Home?utm_source=locator&utm_medium=googleplaces","+62 817-0006-055","Bengkel Sepeda Motor","Bengkel Motor Skuter","Toko Suku Cadang Motor","Layanan ban","Toko Ban",,,,,,"https://www.google.com/maps/search/?api=1&query=Planet%20Ban%20Jalan%20Cemara%20Pasteur&query_place_id=ChIJ13vAgIDnaC4Rm8lTto-7ZnE","Bengkel Sepeda Motor"
"Dipoera87 Motor Sport","4.5","63","Jl. Sadang Saip No.88","Kota Bandung","Jawa Barat","ID",,"+62 857-7077-8092","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dipoera87%20Motor%20Sport&query_place_id=ChIJGz2F2qznaC4RqBKN3uRu850","Bengkel Sepeda Motor"
"SRB.MOTOR (bengkel yusup)","4.9","48","4J2Q+2RQ, Gg. Suka Bersih","Kota Bandung","Jawa Barat","ID",,"+62 851-7314-6130","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SRB.MOTOR%20(bengkel%20yusup)&query_place_id=ChIJF8Ukl9XnaC4Rv6urAdc5FJc","Bengkel Sepeda Motor"
"Gins motor","4.9","38","Jl. Gama No.88m, RT.03/RW.05","Kota Bandung","Jawa Barat","ID",,"+62 882-1462-3207","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gins%20motor&query_place_id=ChIJ3TwoBADnaC4RjZJg6jm-H9Q","Bengkel Sepeda Motor"
"Chibenk Motor","4.6","119","Jl. Cikutra Barat No.46","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor","Toko Suku Cadang Motor","Layanan reparasi",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Chibenk%20Motor&query_place_id=ChIJYRzYRa_naC4RJH5NjJlLiEM","Bengkel Sepeda Motor"
"Bengkel Motor Abila Pratama / Abila Pratama Motor","5","35","Jl. Gagak No.55","Kota Bandung","Jawa Barat","ID",,"+62 898-7819-270","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Motor%20Abila%20Pratama%20%2F%20Abila%20Pratama%20Motor&query_place_id=ChIJoSjm_vDnaC4RTZHEvQKloRU","Bengkel Sepeda Motor"
"TJ MOTOR","5","15","3JXV+XF6, Jl. Khp Hasan Mustopa","Kota Bandung","Jawa Barat","ID",,"+62 831-3137-3532","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=TJ%20MOTOR&query_place_id=ChIJtQYbddnnaC4RxMOpVFXJ68Y","Bengkel Sepeda Motor"
"Gm 07 (home garage)bengkel motor","4.9","59","Jl. Mukti","Kota Bandung","Jawa Barat","ID",,"+62 815-5935-535","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gm%2007%20(home%20garage)bengkel%20motor&query_place_id=ChIJG4wHGYTnaC4RgqmckjycLu4","Bengkel Sepeda Motor"
"Surapati Motor","3.9","102","Jl. Surapati No.153","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Surapati%20Motor&query_place_id=ChIJZVLUDLHnaC4RCqevjsDn4XI","Bengkel Sepeda Motor"
"Apotek K24 Gegerkalong","4.4","300","Jl. Gegerkalong Hilir No.58, RT.5/RW.04","Kota Bandung","Jawa Barat","ID","https://www.apotek-k24.com/location/detail/222/K-24-GEGERKALONG-","+62 811-2472-424","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20K24%20Gegerkalong&query_place_id=ChIJYXJ_9ZbmaC4R5q4F3oche-0","Apotek"
"Apotek Baladewa Farma 3","4.3","108","Jl. Gegerkalong Hilir No.66","Kota Bandung","Jawa Barat","ID","https://linktr.ee/baladewafarma3","+62 822-5751-1683","Apotek","Toko obat grosir",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Baladewa%20Farma%203&query_place_id=ChIJvfpBCyDnaC4RzSXmRbmRWYE","Apotek"
"Apotek Prima Jaya","4.3","102","Jl. Tubagus Ismail II No.6","Kota Bandung","Jawa Barat","ID",,"+62 22 2503540","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Prima%20Jaya&query_place_id=ChIJF0ucXP_maC4RsGTdPx2xXOI","Apotek"
"Yamaha Bandung Raya","4.2","481","Jl. Dr. Setiabudi No.157","Kota Bandung","Jawa Barat","ID","https://m.facebook.com/pages/yamaha-bandung-raya-motor/699902563370629?rf=573020116089827","+62 811-233-127","Dealer Sepeda Motor","Toko Suku Cadang Motor","Toko Sepeda Motor","Tempat Parkir Sepeda Motor",,,,,,,"https://www.google.com/maps/search/?api=1&query=Yamaha%20Bandung%20Raya&query_place_id=ChIJd1sryJXmaC4RS066OO6JBhY","Dealer Sepeda Motor"
"APOTEK ANANDA","2.6","5","Jl. Surapati No.99","Kota Bandung","Jawa Barat","ID",,"","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=APOTEK%20ANANDA&query_place_id=ChIJhbevVbLnaC4RZNu13Rb3224","Apotek"
"Championship Motor","3.6","278","4J77+MW6, Jl. Tubagus Ismail","Kota Bandung","Jawa Barat","ID","http://www.pinkclips.com/","+62 22 2504233","Bengkel Sepeda Motor","Toko",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Championship%20Motor&query_place_id=ChIJUbiUuPjmaC4RT_JT00OIcrM","Bengkel Sepeda Motor"
"Apotek Mitra Sehati","5","7","Jl. Sadang Serang No.28","Kota Bandung","Jawa Barat","ID",,"+62 895-2728-1926","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Mitra%20Sehati&query_place_id=ChIJ6Yz8COTnaC4R9gsAOFDiNME","Apotek"
"Honda Mitra Jaya","4.7","1113","Jl. Khp Hasan Mustopa No.27","Kota Bandung","Jawa Barat","ID","https://linktr.ee/hondamitrajayabandung","+62 812-3553-3749","Dealer Sepeda Motor","Bengkel Sepeda Motor",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Honda%20Mitra%20Jaya&query_place_id=ChIJ5dEEG7vnaC4R29uEeuARcOE","Dealer Sepeda Motor"
"Apotek Bhakti Farma","3.9","12","Jl. Sukagalih No.4","Kota Bandung","Jawa Barat","ID",,"+62 22 2035975","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Bhakti%20Farma&query_place_id=ChIJ035CTGfmaC4RQT6NNG_0LTM","Apotek"
"Apotek Bukit Permata","4.6","25","Jl. Ciumbuleuit No.57","Kota Bandung","Jawa Barat","ID","https://www.honestdocs.id/apotik/apotek-bukit-permata-bandung","+62 896-5262-2818","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Bukit%20Permata&query_place_id=ChIJmyRI3vPmaC4R3U0kZywlbSA","Apotek"
"Top Jaya Motor","4.1","32","Jl. Ir. H. Juanda No.413","Kota Bandung","Jawa Barat","ID",,"+62 878-2193-0646","Bengkel Motor Elektrik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Top%20Jaya%20Motor&query_place_id=ChIJsZGMO-DmaC4RvHyC1dMCrDA","Bengkel Motor Elektrik"
"Apotek Bunda Bidara","3.8","24","Jl. Titiran No.24","Kota Bandung","Jawa Barat","ID",,"+62 812-2203-6032","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Bunda%20Bidara&query_place_id=ChIJv_ZkrEjnaC4RVKUbuF6e918","Apotek"
"batara motor","4.9","37","Jalan gagak 45, Jl. Gagak No.45","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=batara%20motor&query_place_id=ChIJU_-DIo7naC4R5XfC-q-xdhc","Bengkel Sepeda Motor"
"Apotek","3","2","Ruko Galeri Ciumbuleuit, Jl. Ciumbuleuit No.24, RW.01","Kota Bandung","Jawa Barat","ID",,"","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek&query_place_id=ChIJA8JBu_bmaC4Rsnj0qD9vhcM","Apotek"
"YANK MOTOR","3.1","282","Jl. Cikutra No.158-138","Kota Bandung","Jawa Barat","ID",,"","Toko",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=YANK%20MOTOR&query_place_id=ChIJ-8jR7J7naC4RCMoGxpdKb5c","Toko"
"Montir Mobil Panggilan 24 Jam Bandung Pramudana Motor","4.9","54","Jl. Dr. Setiabudi No.254","Kota Bandung","Jawa Barat","ID","http://www.montirmobilpanggilan22.web.id/","+62 896-6821-6861","Montir",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Montir%20Mobil%20Panggilan%2024%20Jam%20Bandung%20Pramudana%20Motor&query_place_id=ChIJJXmG9XzlaC4RxjRe0TZPNcw","Montir"
"Apotek Asri","4","1","Jl. Titiran No.16","Kota Bandung","Jawa Barat","ID",,"+62 22 2507293","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Asri&query_place_id=ChIJp9bHmVLmaC4RykBJ0A8vVFk","Apotek"
"Deartofmine & Co.","5","6","Jl. Ir. H. Juanda No.273a","Kota Bandung","Jawa Barat","ID","http://instagram.com/deartofmine","+62 813-2440-0954","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Deartofmine%20%26%20Co.&query_place_id=ChIJW_JfcfzmaC4RHiFhSNogrHA","Bengkel Sepeda Motor"
"Apotek Beauderma","4.7","15","Jl. Surapati No.17","Kota Bandung","Jawa Barat","ID",,"+62 812-2112-0035","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Beauderma&query_place_id=ChIJ2XdLck7maC4Ri1hQn8s9jyA","Apotek"
"Kimia Farma Apotek","4.8","295","Jl. Dr. Setiabudi No.36","Kota Bandung","Jawa Barat","ID","http://kimiafarmaapotek.co.id/","+62 811-2157-660","Apotek","Klinik Kesehatan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kimia%20Farma%20Apotek&query_place_id=ChIJVz3AcPTmaC4RUpGLJKh0R28","Apotek"
"Apotek Sukma Jaya","4.5","37","Jl. Sukahaji No.135 D","Kota Bandung","Jawa Barat","ID",,"+62 812-2227-63464","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Sukma%20Jaya&query_place_id=ChIJYwCy1qXnaC4RFnQWFRJKkNw","Apotek"
"Apotek Kimia Farma Pasir Kaliki","4.7","460","Jl. Pasir Kaliki No.235","Kota Bandung","Jawa Barat","ID","http://kimiafarmaapotek.co.id/","+62 811-2157-645","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Kimia%20Farma%20Pasir%20Kaliki&query_place_id=ChIJswEwMZboaC4RVtHOiQmuC2I","Apotek"
"Bengkel Damai Motor 95","5","35","Jl. Sukarajin I No.3 RT 08/13","Kota Bandung","Jawa Barat","ID","https://www.google.com/localservices/preprofile?spp=Cg0vZy8xMXNndmh0NHA4GhQSEgkHKE4mqOdoLhEAQI1NzwulATp8V2hzUUFCQUJFQUlpRTJKbGJtZHJaV3dnWkdGdFlXa2diVzkwYjNLcUFUd1FBU29YSWhOaVpXNW5hMlZzSUdSaGJXRnBJRzF2ZEc5eUtDWXlIeEFCSWh0Rmw1S0xDdnpRVXNwSHdFV2pTS2pmMldobGNlVVVTSzJsUTdJPQ%3D%3D&scp=ChtnY2lkOm1vdG9yY3ljbGVfcmVwYWlyX3Nob3ASFBISCQcoTiao52guEQBAjU3PC6UBGhNiZW5na2VsIGRhbWFpIG1vdG9yIhNiZW5na2VsIGRhbWFpIG1vdG9yKhNiZW5na2VsIGRhbWFpIG1vdG9y&q=bengkel%20damai%20motor&gfved=2ahUKEwip952w8eT9AhURpo4KHX5kB1IQm68HegQIABAa&ved=2ahUKEwip952w8eT9AhURpo4KHX5kB1IQhIwIKAF6BAgAEBk&vet=12ahUKEwip952w8eT9AhURpo4KHX5kB1IQhIwIKAF6BAgAEBk..i&hl=id-ID&gl=id&g2lbs=ALIxsqqQwE_dVvzwN9C1tVYi5llZgyahPkrz6UVanVbOu2yZh-NbLIlL1keYYNtH634Z1rLU62ZScZ1XVWajQmXlBcF9JyEd6FnSXfbiWmbMY8Der24bs1uZeQ5x2","+62 882-1817-4560","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20Damai%20Motor%2095&query_place_id=ChIJ8Vh0SuXnaC4R0mVhP7gtLyI","Bengkel Sepeda Motor"
"Apotek Mirah","3.7","3","Jl. Batik Saketi No.2","Kota Bandung","Jawa Barat","ID",,"+62 22 2500478","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Mirah&query_place_id=ChIJaQJppa_naC4RUZzpJyTZOHY","Apotek"
"Fam Motor","4.5","88","Jl. Gegerkalong Hilir No.56","Kota Bandung","Jawa Barat","ID",,"+62 22 2015611","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fam%20Motor&query_place_id=ChIJF0l4r5fmaC4RSTFuQLwFvyQ","Bengkel Sepeda Motor"
"Palem Motor Bandung","4.9","15","Jl. Sadang Serang","Kota Bandung","Jawa Barat","ID",,"","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Palem%20Motor%20Bandung&query_place_id=ChIJzxi4S6rnaC4RU4Vq02Rz7Dg","Bengkel Sepeda Motor"
"Bengkel motor mas marno","4.9","19","4HFV+RQ5, Jl. Babakan Sukajadi","Kota Bandung","Jawa Barat","ID",,"+62 823-1223-89632","Bengkel Mobil",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20motor%20mas%20marno&query_place_id=ChIJZ9uqkannaC4Rx5Hf6RutIxw","Bengkel Mobil"
"Champion sederhana motor","2.8","30","Bengkel Sederhana Motor, Jl. Sederhana No.32","Kota Bandung","Jawa Barat","ID",,"+62 22 64404031","Bengkel Motor Skuter",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Champion%20sederhana%20motor&query_place_id=ChIJAxOEfaXnaC4RyKIdO8SEovM","Bengkel Motor Skuter"
"apotek kahfi farma","4","39","Jl. Ciumbuleuit No.176","Kota Bandung","Jawa Barat","ID","http://www.wangunsari.com/","+62 22 64403199","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=apotek%20kahfi%20farma&query_place_id=ChIJm3xjVqTnaC4R0WM3MalirP4","Apotek"
"Apotek Sahaja","5","3","Jl. Sukagalih No.48","Kota Bandung","Jawa Barat","ID",,"+62 821-2714-9848","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Sahaja&query_place_id=ChIJKbOBrV7naC4Rt6nZSksGvtE","Apotek"
"HJM Hurip Jaya Motor","3.5","47","Jl. Tubagus Ismail No.29","Kota Bandung","Jawa Barat","ID",,"+62 22 2506225","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=HJM%20Hurip%20Jaya%20Motor&query_place_id=ChIJDcMzD__maC4Rz3SmTr7pXHw","Bengkel Sepeda Motor"
"Nurholis Motor 2","1.3","19","Jl. Cikutra No.232","Kota Bandung","Jawa Barat","ID",,"","Bengkel Motor Skuter",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nurholis%20Motor%202&query_place_id=ChIJJ84rxk_naC4RL8yqicJ-D-M","Bengkel Motor Skuter"
"BENGKEL MOTOR PRATAMA","5","9","Jl. Khp Hasan Mustopa No.5","Kota Bandung","Jawa Barat","ID",,"+62 895-4117-39990","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BENGKEL%20MOTOR%20PRATAMA&query_place_id=ChIJrWz0xdvnaC4RU5WXp1-hQYs","Bengkel Sepeda Motor"
"Bengkel motor mocin bandung","1","1","Jl. Gagak No.17, RT.04","Kota Bandung","Jawa Barat","ID",,"+62 821-2925-1474","Bengkel Motor Skuter",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bengkel%20motor%20mocin%20bandung&query_place_id=ChIJI89uKwvnaC4REOhC48OSO-Q","Bengkel Motor Skuter"
"Nur Cholis Motor","4.1","212","Jl. Cikutra No.256","Kota Bandung","Jawa Barat","ID",,"+62 878-7768-9445","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nur%20Cholis%20Motor&query_place_id=ChIJR4HnxKLnaC4RGWZaKZsKzJY","Bengkel Sepeda Motor"
"Apotek Keluarga Kita","3.7","29","No.15 no A, Komplek Ruko Setrasari Megasquare, Jl. Terusan Sutami","Kota Bandung","Jawa Barat","ID",,"+62 813-6788-8568","Apotek",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Keluarga%20Kita&query_place_id=ChIJDVrF4yTnaC4RWC-WuscMB84","Apotek"
"Klinik Utama Revita & Apotek Revita","4.3","40","Jl. Cihampelas No.73","Kota Bandung","Jawa Barat","ID",,"+62 818-0993-5005","Klinik Spesialis","Apotek",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Klinik%20Utama%20Revita%20%26%20Apotek%20Revita&query_place_id=ChIJu_2GC0TmaC4RiIoS1aAyINE","Klinik Spesialis"
"Modifikasi Garasi 81","4.9","17","Jl. Cikutra Barat No.81","Kota Bandung","Jawa Barat","ID",,"+62 888-9117-202","Bengkel Sepeda Motor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Modifikasi%20Garasi%2081&query_place_id=ChIJYRwe2q7naC4ROaE3RlgB0Cc","Bengkel Sepeda Motor"
"Apotek Kimia Farma, Gegerkalong","4.1","125","Jl. Gegerkalong Hilir No.33","Kota Bandung","Jawa Barat","ID","http://kimiafarmaapotek.co.id/","+62 811-2157-684","Apotek","Klinik Kesehatan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Apotek%20Kimia%20Farma%2C%20Gegerkalong&query_place_id=ChIJLzOzhZbmaC4RQPmxJ6uyOLY","Apotek"
"Samudra Motor","4.5","12","Jl. Cikutra No.233","Kota Bandung","Jawa Barat","ID",,"+62 22 7218253","Bengkel Sepeda Motor","Toko Suku Cadang Motor",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Samudra%20Motor&query_place_id=ChIJX3jUqqXnaC4RBRBgSPZtd2U","Bengkel Sepeda Motor"
